"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","rawdat","X170410_Blk_FilterBlk_A","X170410_Blk_FilterBlk_B","X170410_Poo_April11AqExtractsFull_1","X170410_Poo_April11AqExtractsFull_2","X170410_Poo_April11AqExtractsFull_3","X170410_Poo_April11AqExtractsHalf_1","X170410_Poo_April11AqExtractsHalf_2","X170410_Poo_April11AqExtractsHalf_3","X170410_Smp_KM1513.125m_A","X170410_Smp_KM1513.125m_B","X170410_Smp_KM1513.125m_C","X170410_Smp_KM1513.15m_A","X170410_Smp_KM1513.15m_B","X170410_Smp_KM1513.15m_C","X170410_Smp_KM1513.45m_A","X170410_Smp_KM1513.45m_B","X170410_Smp_KM1513.45m_C","X170410_Smp_KM1513.75m_A","X170410_Smp_KM1513.75m_B","X170410_Smp_KM1513.75m_C","MassFeature","groupname","RT","Fraction","AveBlank","AveSmp","AvePoo"
"23",533,103.02157178048,103.02154185785,103.021691168261,540.25439453125,537.007263183594,543.231079101562,5,5,5399.95892659043,0,143186.12796319,87127.1916558981,68878.8665359974,28410.5882655808,23132.012403965,28243.4364983439,7008.22234651872,0,10324.2668846164,0,27223.4086254279,104036.598866749,276688.583525419,308297.047187502,157418.826292187,191357.001177132,237357.539989258,286610.55165838,"I103.0216R9","M103T540",9.00423990885417,"HILICPos",2699.97946329521,133860.170546099,63163.0372204959
"24",685,106.065488415473,106.065421773617,106.065568856512,149.665824890137,148.643249511719,150.63117980957,4,4,1132478.06846286,1162318.44011447,2929235.78817023,3163457.60163844,2632442.66061378,3056848.8602619,2618914.78097183,2927241.81321264,3320304.39884629,960980.519214897,2563051.93815955,975172.570966704,2951810.63766981,2780927.2993925,2607132.52447724,2771475.2732951,2675912.97244504,2600696.19177742,1008682.62982008,938212.26498026,"I106.0655R2.49","M106T150",2.49443041483561,"HILICPos",1147398.25428867,2179529.93508707,2888023.5841448
"25",689,106.086631336956,106.086584382614,106.086718619682,467.33984375,466.385437011719,468.323699951172,18,18,3744343.56757025,3824354.34757286,31618675.1626758,31463669.9737085,32585165.0510078,21776814.2631528,21034063.0477503,22660294.1620583,28352186.8149438,30130476.663973,54381865.719686,41158776.1578437,48174442.5457712,49381562.9313089,20033717.6035865,33665319.501955,23389419.5867037,9904175.29401094,13353653.6520313,11826620.3098672,"I106.0866R7.79","M106T467",7.78899739583333,"HILICPos",3784348.95757155,30312684.7318068,26856446.9433923
"26",725,108.057795876612,108.057723830876,108.057876032596,498.62303125,487.401580810547,526.920532226562,26,18,1537311.48668924,1590273.07809908,24052847.208599,20573412.7442007,10601689.0786896,8749030.57345702,3560938.51674044,10952498.7596813,13517630.1347917,8221556.6165125,13758406.908069,34125996.413155,25050165.5559307,10571331.7789212,9537472.90533017,19619285.743368,11088669.5105122,10164948.0268533,8528008.51967672,18765721.6440432,"I108.0578R8.31","M108T499",8.31038385416667,"HILICPos",1563792.28239416,15245766.1464303,13081736.1468947
"27",726,108.057812113672,108.057744003319,108.057856110101,544.675109863281,533.621337890625,558.93701171875,7,5,964326.662961155,958947.970893532,2775679.95838201,5833404.10358523,2750461.11085391,2929689.89901423,1089430.6629819,1466873.78443833,5132894.68298078,1797155.48745212,2025464.94366068,5311904.94035588,6599631.92203123,2376531.06688297,2769131.98014035,2702469.60755239,2707550.79330355,2623578.11967557,2643796.68998534,3737386.53302757,"I108.0578R9.08","M108T545",9.07791849772135,"HILICPos",961637.316927343,3368958.0639207,2807589.91987594
"28",746,110.035203992206,110.035139195962,110.035284932504,524.656372070312,522.877,527.361572265625,18,18,24673.8037738722,16260.1131422276,9006233.267749,7455992.88888468,6158437.88515282,4648839.14542243,3035213.96599641,3344902.0024856,9048316.62843781,6276910.29148702,6011360.45237272,7568420.97026708,8038831.3726853,6780814.92038398,9128813.24741326,9779372.80069359,10530937.4405876,6510893.30194789,8620624.07729786,8010187.3018002,"I110.0352R8.74","M110T525",8.74427286783854,"HILICPos",20466.9584580499,8025456.90044786,5608269.85928182
"29",749,110.060394389603,110.060341964584,110.060474553555,164.697429260254,162.963409423828,167.675170898438,20,20,6398742.69358008,8270374.47035866,23291413.387949,25071830.5219204,24029168.4197671,14685419.4436932,13672059.6792775,14644303.5928422,6650921.22293403,6466640.08941319,6904563.02941414,77193976.2652791,85160064.6030288,68797684.85114,6142005.79016827,5814295.72259252,6171988.44691474,5060582.41498408,5045080.98220625,5952121.81999434,"I110.0604R2.74","M110T165",2.74495715433756,"HILICPos",7334558.58196937,23779993.7698391,19232365.8409082
"30",774,111.063738532345,111.063656829309,111.063804177399,164.693,162.931915283203,168.591293334961,19,19,153989.571358154,138741.02266263,1364260.5559105,1536474.15756244,1388582.63046327,802458.91937523,752961.889501627,834050.579751954,182371.855893554,257755.34279956,324077.583489483,4808791.74670692,5293843.975963,4162719.0984151,207854.388928516,263365.848902945,231049.585574219,130603.6890802,4730097.01601997,236895.124890408,"I111.0637R2.74","M111T165_2",2.74488333333333,"HILICPos",146365.297010392,1735785.43805532,1113131.4554275
"31",798,112.0396043261,112.039574353818,112.039674957258,563.681762695312,555.571166992188,567.66650390625,10,9,55553.0883759558,72808.129331496,1063657.64887326,848117.781587956,566294.004051859,570357.759039567,179680.136337202,301025.557733842,44570.4438573292,7067.96951483935,29036.5938270092,3758000.88861002,2467374.83423571,3282214.97418484,91832.8947178423,83147.0183222655,118260.483281795,79143.1760054036,23644.8939489888,63618.914535929,"I112.0396R9.39","M112T564",9.39469604492188,"HILICPos",64180.6088537259,837326.090420164,588188.814603948
"32",801,112.050837430992,112.050786465498,112.050916685062,434.000717163086,431.807800292969,448.253356933594,20,18,40097937.0043562,39502857.2520425,158899235.486535,146452567.169619,125323559.99449,57947099.3367112,71781602.7897032,78107091.5201292,170590159.972636,89752195.4551029,65823338.9543945,177571987.665625,194463646.467375,112116772.26212,193739016.939799,109987787.290745,200606083.765973,118268711.87681,159827793.068571,191132923.228081,"I112.0508R7.23","M112T434",7.23334528605143,"HILICPos",39800397.1281994,148656701.412269,106418526.049531
"33",882,114.063358260541,114.063231656636,114.063389619231,127.105308532715,117.36141204834,127.707580566406,6,5,2723759.75970043,235537.2711962,5347433.66778195,95110.8276038707,5774275.99543333,6534865.55554373,5730585.89313438,6282919.48438449,144739.486505972,4771942.00183946,222209.830205322,5306042.3738057,98454.2135838068,5309225.48961917,4641705.64845505,5414211.68449432,5383591.19280763,5686757.92346573,5625700.51369385,5692114.48541238,"I114.0634R2.12","M114T127",2.11842180887858,"HILICPos",1479648.51544832,4024724.57032403,4960865.23731363
"34",900,114.986850359422,114.986770147734,114.986919095547,440.112518310547,432.781707763672,452.659973144531,19,18,4466.17107074378,0,5007919.31033053,7181074.92710062,4831653.46260738,2558331.87763512,849645.687181641,2631215.01044637,8558875.17909503,7746921.71721693,9585779.55330149,6903109.03278047,8007642.76468876,7027923.07141982,10046774.6356341,11364075.051439,9250738.6971274,3038616.05294948,4777729.30031888,10733744.2545388,"I114.9869R7.34","M115T440",7.33520863850911,"HILICPos",2233.08553537189,8086827.44254251,3843306.71255028
"35",940,116.016713708211,116.016676127077,116.016767510541,164.771072387695,162.963409423828,165.749221801758,11,11,780092.986704501,811290.273343077,2077104.96467085,2459622.87171822,2341409.18004981,1542507.83387715,1288918.86274959,1632245.31690305,1002145.18607266,5282970.73564369,883921.988026066,841069.896704829,925429.240185104,677159.094294038,797953.260106176,822720.391161458,782831.717792034,3734357.07562148,5841150.63224468,5268069.00042953,"I116.0167R2.75","M116T165",2.74618453979492,"HILICPos",795691.630023789,2238314.85152348,1890301.50499478
"36",945,116.047350568673,116.047293460076,116.0474456038,379.56999206543,376.592437744141,383.323181152344,18,18,473863.444222851,402069.003841358,6792393.14150545,5847385.87814062,5930360.20178738,3161601.34985796,2796933.33713281,2526123.06552921,4243209.31008329,4688774.83745769,6935692.60249498,9751456.06720869,7872521.148009,6934442.52594387,2278199.09201563,4961593.52248924,4746572.11473102,6468165.39443621,4935918.47456982,7306737.66619596,"I116.0474R6.33","M116T380",6.32616653442383,"HILICPos",437966.224032104,5926940.22963628,4509132.82899224
"37",950,116.070843326873,116.07076922796,116.07096020611,576.906311035156,574.505615234375,584.368591308594,20,20,6498696.71044272,3143516.05576611,112788353.618954,101820101.20707,89131132.1504628,80236863.3238844,53307510.0017202,59593651.1229978,89207134.6998136,70038393.2909373,109654839.931406,221385616.821635,299196148.356856,145600177.906568,55064941.4465188,63736009.6829333,61904460.6760696,79205810.6475087,85535979.1554037,93818607.6702588,"I116.0708R9.62","M116T577",9.61510518391927,"HILICPos",4821106.38310441,114529010.023826,82812935.2375149
"38",953,116.070847625343,116.070775539386,116.070910859783,597.678894042969,597.187438964844,600.297,6,6,1519315.10271115,1505375.32355603,33145404.3135231,25157142.9530589,20907830.9937965,6788126.28584671,10559477.7647856,11478931.9013317,22876077.240044,15116281.081963,29747294.1993913,42138982.8573174,61828805.2591404,38867047.7809612,14540657.6537593,24479057.5739249,18899392.5393133,15267587.9422171,13601215.4227994,40525118.6517821,"I116.0708R9.96","M116T598",9.96131490071615,"HILICPos",1512345.21313359,28157293.1835511,18006152.3687238
"39",986,116.984710302604,116.984644685276,116.984813392472,439.018844604492,418.712677001953,456.098602294922,26,18,3979.34115025587,0,9166655.41484993,7419909.5034626,9043484.65840012,1213203.41585156,2364960.90236816,1010918.42950342,8706796.81468424,2989997.69501953,4383061.34101875,7288612.54866297,8498621.68349961,7531269.34360897,4207159.11886806,11473043.5204695,5678850.95396948,3080717.14518079,5001558.62180208,11060604.3001894,"I116.9847R7.32","M117T439",7.3169807434082,"HILICPos",1989.67057512794,6658357.75724778,5036522.05407263
"40",999,117.070134495538,117.070069687005,117.070197278118,113.517063140869,111.93879699707,125.457374572754,6,6,964833.567663955,861592.225262418,350880.730525574,2279431.90132856,2154862.8455179,2322341.11182708,2348320.03976309,2444292.32767418,2522429.37638365,181451.953437305,1940997.96490308,1016061.55039496,1440639.36256132,1260420.76264236,1631381.43776928,1895783.14094922,1989778.34548354,1723902.09509802,2210249.77451246,2346647.14808915,"I117.0701R1.89","M117T114",1.89195105234782,"HILICPos",913212.896463186,1679978.5760187,1983354.82610606
"41",1000,117.074198060564,117.074118719812,117.074305027382,577.140441894531,574.420349121094,584.368591308594,20,20,271395.855923666,46299.0134386393,6346681.14212741,6786000.99332568,5567188.73180346,4335196.38858189,2696234.55597952,3098564.77747902,4875222.3830726,3732387.89023286,5756618.47378722,12155353.2771256,15968542.7191193,7718876.45302811,2743688.4118037,3347363.32824149,3453465.09189143,4257196.40704819,4433086.32054107,4987510.76991164,"I117.0742R9.62","M117T577",9.61900736490885,"HILICPos",158847.434681153,6119109.29381693,4804977.76488283
"42",1004,117.091255791635,117.091184411907,117.091340284285,139.89818572998,138.993347167969,140.799835205078,12,12,691052.468936547,968775.326685547,728322.297851974,751900.574094215,15274159.2582115,9058448.80561844,8149327.02979296,8304914.95867855,17399935.3408362,1722040.578597,938469.732426154,1546170.54214684,22735889.7051868,20856104.1588601,628379.319883275,19788194.2358086,952921.285636913,1632895.64630057,1691136.84225888,2325246.97712628,"I117.0913R2.33","M117T140",2.33163642883301,"HILICPos",829913.897811047,7684782.0304223,7044512.15404127
"43",1014,117.75596190834,117.755782823757,117.756405726043,481.947021484375,474.654,486.51,20,19,143744.469195341,179398.78669323,20715966.1205633,20842546.7473582,11977340.9382581,14913590.2924729,11811060.6581976,12640816.071965,22932123.4722831,17774002.2076494,21985109.2036236,24048837.175858,24546577.5984582,23919575.8316024,16990251.6736649,10886831.4242331,7035869.97885198,16199193.1780104,19905315.5917822,21175845.8873696,"I117.756R8.03","M118T482_1",8.03245035807292,"HILICPos",161571.627944286,18949961.1019489,15483553.4714692
"44",1016,117.966651917418,117.966463817597,117.966747994481,480.128845214844,474.739349365234,488.357696533203,17,16,11902.7198398228,51436.2570052124,2920207.17453789,4644976.70651953,5389061.12809722,2041482.97409723,4484217.02067747,4828084.27308659,4952935.96322858,5145173.7379728,5260934.93543135,3894166.48044495,2728332.76905305,1919931.26883021,3303043.68027202,4349226.04713379,4757478.38123574,4848538.84862941,4966193.49651998,4513172.1900413,"I117.9667R8","M118T480_1",8.0021474202474,"HILICPos",31669.4884225176,4219927.3165661,4051338.21283599
"45",1017,117.991279355583,117.991142471875,117.991439555199,482.847106933594,478.321319580078,485.801055908203,8,8,11869.516860034,51422.6363245499,7302658.97753137,2341427.30263477,8235312.47358647,1154393.69364817,1601840.14146635,1664772.78428276,7439842.99738758,7027652.70506456,7483020.20953958,1521086.23233259,8063077.80851956,7469677.0254362,5357283.73449108,1837719.83773165,1477896.66215646,1938688.01389534,7775107.14988115,7789677.22220736,"I117.9913R8.05","M118T483_1",8.04745178222656,"HILICPos",31646.076592292,5431727.46655359,3716734.22885831
"46",1019,118.01972791161,118.017344041602,118.019979605686,481.484436035156,477.412994384766,496.848999023438,14,12,11872.5706976188,51468.4344872141,6857222.74012974,3547451.58815872,2101096.11967631,4617148.03223944,1990335.54988631,1927272.05660084,3971962.01509925,4073461.09421253,145889.399114844,1035663.9501598,7457572.7952705,901204.72475,5109730.57735046,6442418.2707246,6145094.83358559,2070142.31310294,4309232.12399508,2294138.43448557,"I118.0197R8.02","M118T481_1",8.02474060058594,"HILICPos",31670.5025924165,3663042.54432093,3506754.34778189
"47",1020,118.039374758981,118.038248836964,118.039420022674,480.127868652344,472.804382324219,488.409454345703,5,5,11863.5905428853,51178.9952741283,6255860.75628593,7204068.75794106,6544639.38340169,607113.600041665,392030.109637503,1658225.31044341,6578412.54805095,5900555.4105315,6411928.63629627,6403269.72127082,6714724.5388799,5890497.01810625,4515990.14798603,5551987.88138673,935545.955395832,1945205.76483333,6828151.68507881,6616668.82556534,"I118.0394R8","M118T480_2",8.00213114420573,"HILICPos",31521.2929085068,5357744.84444848,3776989.65295854
"48",1023,118.051900473374,118.049166396993,118.052077042637,482.412811279297,472.814697265625,492.973663330078,8,7,198908948.312225,235335211.062261,2062342.53635409,1460001.05539792,1122977.72273137,11107289655.6996,9833831085.4668,10708229448.4694,16255311006.5222,14089245077.6433,1515022.73267501,17212961181.625,17879729620.5243,1132622.39151082,13366963072.7073,1930226.64702888,13977625698.3556,1292051.42923016,14202401095.3906,16536734101.1538,"I118.0519R8.04","M118T482_2",8.04021352132161,"HILICPos",217122079.687243,10293903398.0935,5275665918.49171
"49",1033,118.065495895764,118.065373498402,118.065558703305,462.506164550781,460.049499511719,463.661499023438,9,9,15505839.9547544,15318527.7218571,82257441.5821005,762046.64178125,1155540.79864118,168881176.714322,1068839.38515126,72862035.4584423,1068748.5979676,1479212.99387695,730979.429170037,91528800.845705,206168122.593136,978344.153706341,809269.658258463,148675283.61975,221044898.233619,1234613.16995535,98950536.3441392,199675172.604748,"I118.0655R7.71","M118T463",7.70843607584635,"HILICPos",15412183.8383057,81028665.1870027,54497846.7634064
"50",1035,118.065348568715,118.065334596426,118.065419474642,435.634460449219,423.872894287109,444.476,8,7,2121695.40727295,3074211.31223286,4428318.10563938,2988858.78066211,2491504.63104211,13618595.4290227,1937076.7830904,66683983.9918932,4614468.82513342,1357882.09837914,3093450.60454193,12614209.272284,8451375.37890625,40989697.9620817,2401842.80998562,3029066.71788852,62698577.5206396,8402749.82974017,116154578.780261,113802037.718889,"I118.0653R7.26","M118T436",7.26057434082031,"HILICPos",2597953.3597529,31467494.7932275,15358056.2868917
"51",1038,118.065390923502,118.065336379913,118.065435618703,90.9045715332031,79.441535949707,92.8315887451172,6,6,6872198.37416682,10434287.7372165,13312364.5807996,2150656.68117316,4977795.42658125,82828249.7155813,8258402.15674611,4903444.69597942,5491301.67352573,1916448.94800502,7339375.5524953,101333709.717713,3287398.03480313,7066259.03055676,16993572.942711,7261369.75850521,1515037.70804497,20189344.1339925,5127671.90858334,9553984.37539437,"I118.0654R1.52","M118T91",1.51507619222005,"HILICPos",8653243.05569166,15589622.8153609,19405152.2094768
"52",1053,118.086332427999,118.086257583592,118.086528968071,481.952423095703,479.84423828125,485.571,20,20,309179039.773675,342354164.345319,27306711239.4818,27657157617.1999,24321246574.1599,19253413348.764,15842199313.7315,17166360658.6258,26929647214.0345,23588371360.4063,27117542776.0654,29644666443.2197,32063679341.8135,29747711050.6305,23588754273.7048,25127730185.5388,24562595571.7906,21951142178.9798,23636871120.362,30542980470.0727,"I118.0863R8.03","M118T482_3",8.03254038492839,"HILICPos",325766602.059497,26541807665.5516,21924514791.9938
"53",1061,118.122842092596,118.122782317967,118.122952567267,442.9892578125,434.843627929688,459.681610107422,15,15,2699369.38038168,3576761.88509842,5101479.9093967,89169994.3836733,84543655.4660326,43423216.5824709,62554774.7420376,74254568.1711051,4653831.37257151,119284394.331164,66059775.4331984,11477013.9296297,40258727.1085282,45537802.0919558,5348079.82162882,81853313.451461,99410937.2913,55357167.6974364,123153047.482537,133674034.252615,"I118.1228R7.38","M118T443",7.383154296875,"HILICPos",3138065.63274005,65505677.0220022,59841281.5424527
"54",1062,118.122541136898,118.120514453612,118.122932824569,472.842254638672,467.405059814453,481.923400878906,9,9,10236599.4303208,7765107.89898785,73035518.2718357,15727648280.8896,14267164449.1837,12403659448.8222,10031414737.4784,1392537.16322048,99546128.8294028,2840816.49022356,16213302944.9749,67463701.56702,612604.049260413,16469169685.94,96299805.1223557,14387525994.5738,14290248477.1377,14813870254.6893,14349633070.0377,17636235063.3081,"I118.1225R7.88","M118T473",7.88070424397786,"HILICPos",9000853.66465433,9035562378.89331,8750719161.96816
"55",1065,118.134440547112,118.133097995914,118.134660184998,482.867919921875,471.745758056641,487.406219482422,9,9,186343696.118036,211643162.567084,14073444409.4371,13883851414.9197,12568616490.7138,10286845500.3313,809734.337784073,1077911.32448901,14108083559.554,12291081898.1367,1326593.13343229,1458860.46553418,1711824.93767279,14597291123.7216,593571.271693754,12754010946.6764,900976.421424997,2326653.81164339,900230.769121092,14314903744.4766,"I118.1344R8.05","M118T483_4",8.04779866536458,"HILICPos",198993429.34256,5672882498.61465,8469107576.84403
"56",1066,118.153915164323,118.153761993906,118.154520046072,482.387893676758,477.412994384766,489.338195800781,14,14,23574.0341576636,49585.0272454016,5365679.33042746,7623912.82379195,3731602.91562499,4523424.04705075,2212687.3891528,2032761.33342765,8327972.90125125,6133551.80028977,4922650.39693427,3795321.16553382,3960562.11248046,4426917.34072582,4723945.1492995,6886000.82694294,6486906.24031507,2281541.38264338,3409974.98768706,6047781.18070314,"I118.1539R8.04","M118T482_4",8.03979822794596,"HILICPos",36579.5307015326,5116927.12373387,4248344.6399126
"57",1067,118.181513817151,118.181449437859,118.181678443389,480.121856689453,472.806610107422,481.013061523438,5,5,23615.4646752849,49275.2766808889,1202814.52121094,8803546.52690452,6832466.23729173,1297519.90495508,3824599.57124854,530573.871286816,8843830.88042235,7091009.98060881,7364811.07246824,6875157.71752298,7120658.41719233,6149030.53027595,4353073.29218388,6031540.90280774,5664262.75646132,835209.411910758,1933485.2384866,8248439.00242689,"I118.1815R8","M118T480_3",8.00203094482422,"HILICPos",36445.3706780869,5875875.76689732,3748586.7721496
"58",1068,118.204895264162,118.204829203009,118.205074432242,481.039422607422,473.838989257812,491.959594726562,14,14,23574.0341576636,49585.0272454016,853994.935134373,9186160.61076137,2069713.73409869,4523424.04705075,4752072.31035509,4978242.80311387,856568.766062504,1709873.30497897,2145185.81764123,503895.941793854,734821.18586875,1029927.33205156,2532839.74798809,2741570.33214063,2548901.18282609,3159183.58034766,2970320.45254218,2336536.88568269,"I118.2049R8.02","M118T481_2",8.0173237101237,"HILICPos",36579.5307015326,1939135.37749368,4393934.74008569
"59",1069,118.418086888721,118.417857955912,118.41827258462,481.947021484375,474.654,487.447662353516,20,19,157867.756393466,154530.62619072,18129137.0174439,16876033.558707,13128080.9812387,13038849.2815374,10575298.0379395,11664994.5218196,21788171.3297478,17066229.4577208,20802055.3800734,22996630.9668676,23688843.582107,22395213.3593765,14179216.2218951,10405677.407168,17245911.7059841,14539415.3300553,19199677.9107759,17536281.4379049,"I118.4181R8.03","M118T482_5",8.03245035807292,"HILICPos",156199.191292093,18486943.6741397,13902065.5664477
"60",1071,119.035456061132,119.035356516028,119.035512011858,330.000106811523,328.206481933594,332.179901123047,18,18,0,6894.92829265958,2111814.56471426,2122729.5308291,1829385.06208523,975218.893026563,898354.770715537,851791.504421714,1572837.86668778,1183332.54138906,1387082.37402433,2390856.73301128,2708510.07071085,2365906.62710985,1745036.08638553,2178821.07955037,1951287.7873091,1266067.82207211,2203763.79261932,2487103.84906152,"I119.0355R5.5","M119T330",5.50000178019206,"HILICPos",3447.46414632979,1953383.88582759,1464882.38763207
"61",1097,119.083499970588,119.083418049327,119.083645906062,481.959350585938,480.128845214844,483.776336669922,19,19,19559560.5360361,338294.854216797,99020875.8769151,93959939.8978189,84927063.6849672,68100410.0728907,57600071.6905157,60822859.0088197,51052825.6345919,82973785.3644412,92869253.9202873,107802458.27665,112356405.794956,100966493.227608,83121974.1883944,87939738.8255446,84553449.2387026,76833562.3258065,83198793.0013382,108681782.88203,"I119.0835R8.03","M119T482_1",8.03265584309896,"HILICPos",9948927.69512645,89362543.5566959,77405203.3719879
"62",1100,119.089713732905,119.089637950065,119.089885942897,481.950988769531,479.84423828125,484.665,20,20,16789469.0053602,18946258.1547707,1516299756.84395,1546172190.64428,1356518282.33855,1074778067.10831,886050060.082501,958467178.629903,1502549346.32321,1312927682.88186,1507132015.87393,1651270495.48138,1760994645.91198,1600063023.00445,1319518529.34559,1499603227.90653,1370151525.37128,1225835467.0838,1323652221.21448,1704839848.78055,"I119.0897R8.03","M119T482_2",8.03251647949219,"HILICPos",17867863.5800655,1481544835.76492,1223047589.27458
"63",1111,119.126330903857,119.126284060296,119.126467539304,472.385147094727,470.839660644531,477.377777099609,4,4,15452188.1148663,16659383.3247271,4076534.61817561,944216616.4177,860192291.920508,748511849.331919,604952629.110959,712947737.142434,5252740.04857943,915086777.478207,1030445427.17467,4337004.33976172,1095239020.12191,1000929923.05407,5920942.05674779,931936054.223451,858804381.37649,886711207.67144,873713627.454951,1051178273.62668,"I119.1263R7.87","M119T472",7.87308578491211,"HILICPos",16055785.7197967,721629614.88558,645816276.423616
"64",1126,120.063837640444,120.063765388132,120.063930279982,379.630187988281,371.948059082031,384.317443847656,10,10,2080623.96886289,958919.425734326,513692.764645386,19488393.931969,500083.640844518,147135.773966268,8315407.00266778,139396.197172038,195721.095508301,244065.505764453,608536.65061875,933129.683322454,566454.117956846,562092.342952637,21791559.5661352,15867837.6964941,13528087.1838625,20234758.4583779,14426800.7449691,29895535.5024363,"I120.0638R6.33","M120T380",6.32716979980469,"HILICPos",1519771.69729861,9904548.21236655,4850684.88521083
"65",1131,120.081003341955,120.080934680141,120.081081565515,162.848861694336,148.68782043457,163.827041625977,17,15,392285.438916793,315201.355401042,1543516.80960938,1663096.92757813,1849755.89307942,1744305.3341499,981718.447320746,1136557.32154837,1128838.36607778,4513846.59981976,1430986.68926282,2982225.4771324,4835136.4788343,3963075.00764571,1207407.47834375,1300137.94085449,1280964.92393102,943016.314831837,7607444.039914,3294663.62889531,"I120.081R2.71","M120T163",2.7141476949056,"HILICPos",353743.397158918,2873978.57879526,1486491.78888099
"66",1132,120.081001747725,120.080928115607,120.08111405438,389.801635742188,376.708831787109,401.26904296875,21,19,2543885.1296123,1534515.44350911,62653619.0354444,58669089.1750703,57680796.7376503,27686511.7556666,24319626.4779297,27802671.0506235,18925818.7288466,38849249.7068866,53976724.826069,100337409.20844,92324939.4682722,85860712.6184501,28235480.9400322,41100914.9875841,41895527.4345301,33153268.2650786,50622358.2094998,76051130.07555,"I120.081R6.5","M120T390",6.49669392903646,"HILICPos",2039200.2865607,55111127.8724366,43135385.7053975
"67",1140,120.08668438973,120.086611604363,120.08695576811,482.822052001953,477.412994384766,494.857421875,15,13,1170712.64689085,1342528.65077764,100748834.468377,2967342.98094141,89843192.457455,1734996.604625,1326724.21042918,1657535.67329688,798402.040871873,1518993.66453171,2914602.503125,110395351.218837,2947543.98116087,105811541.600765,2276085.89856641,1572278.15019531,1022539.7284375,1792122.31029375,91083915.8580494,3376989.75232018,"I120.0867R8.05","M120T483",8.04703420003255,"HILICPos",1256620.64883425,27125863.8922628,33046437.7325207
"68",1142,120.090587698978,120.09050521337,120.090757551808,481.954681396484,479.222106933594,484.712005615234,20,20,1201757.40393659,1333252.38002879,112956932.395865,111465502.242738,101596928.988121,84552744.1569914,66761371.337626,73190180.7941387,112116869.339783,101892832.217504,109959503.10017,125765589.65694,133031342.781229,119073354.314131,98485669.3818234,106150617.651947,99976686.0704407,96689693.7156107,101393645.174847,128653857.360489,"I120.0906R8.03","M120T482_1",8.03257802327474,"HILICPos",1267504.89198269,111099138.397076,91753943.3192467
"69",1144,120.093061330845,120.092990474197,120.095909038247,481.964736938477,478.287628173828,485.801055908203,22,20,337018.263089063,342383.367822576,33161937.4186929,32132675.8849269,29707233.3309227,23341509.751543,19961572.7732278,20618921.7425481,32256036.7875923,28861910.0849012,33123571.913109,36394815.4842386,40385621.8692635,36375957.0733834,28006647.2509246,32228663.2620027,29399838.5570884,26133786.3074396,30552548.2644894,37538949.9440151,"I120.0931R8.03","M120T482_2",8.03274561564128,"HILICPos",339700.815455819,32604862.233204,26487308.4836436
"70",1146,120.101803385823,120.101746285563,120.102109416335,477.899719238281,477.361389160156,487.401580810547,5,5,839631.144205941,947593.120347901,1609730.76774554,113144971.672235,101629185.688543,82634252.7587215,68164216.3227534,73885320.305537,1119142.36523798,98850127.5422852,109040531.261538,124907309.682661,132460895.456839,120176196.45877,3362998.28893036,105250263.616286,99770030.6924024,95292634.1149366,100899224.127761,122847603.086591,"I120.1018R7.96","M120T478",7.96499532063802,"HILICPos",893612.132276921,92831413.0578532,73511279.5859226
"71",1149,120.102135978092,120.101904471831,120.102220117864,453.007568359375,444.244750976562,468.113037109375,13,13,453839.747483384,502832.865405679,456296.657549515,1842848.97143344,1700906.33146891,2164183.84429648,2162103.21867098,1878548.59599805,382420.991772867,1771306.19259383,676241.721513375,573471.152959553,2494204.76058399,1768490.94683949,539500.75941918,3467701.99896484,2968143.97255969,2333719.925448,2534731.40070058,2082100.97091122,"I120.1021R7.55","M120T453",7.55012613932292,"HILICPos",478336.306444531,1799336.23285555,1700814.60323623
"72",1152,120.129425380149,120.126855207489,120.12952229604,441.996887207031,437.456451416016,450.628845214844,7,5,281608.182854046,304190.628880468,577871.245009716,876111.101525793,873542.059426376,438722.832743367,1701481.11316637,55783.7724517301,451865.997287154,88860.4130339842,711344.341123658,698232.048301995,1011745.81582937,1172889.62983199,484531.901835244,605848.937649039,64784.9591662945,530255.510109839,85755.474091227,102532.10704069,"I120.1294R7.37","M120T442",7.36661478678385,"HILICPos",292899.405867257,500720.594608374,753918.687387225
"73",1153,120.689337794064,120.689204394688,120.689369535492,541.060607910156,539.310180664062,542.37109375,5,5,0,4386.13426841497,128796.384138362,82785.8179237694,88171.0393624544,54710.5958941399,11654.8073281135,49574.3725311359,9152.27473090887,0,0,0,41385.1040914208,138447.12947613,252395.743711329,342909.484383986,374992.173218749,230215.543427003,312880.446314338,382057.340224035,"I120.6893R9.02","M121T541_1",9.0176767985026,"HILICPos",2193.06713420749,173702.936631492,69282.1695296625
"74",1184,121.031957457811,121.031876906043,121.032037984148,540.658752441406,538.866455078125,542.079833984375,18,18,3091577.34971991,3474269.93695778,575572036.600819,492390090.475747,408844617.376726,330867713.864426,220567981.187371,235297750.996115,119457540.178623,85617596.912989,90307497.4867245,710078716.4436,833579959.924397,632268657.51325,598350765.781037,691011584.164944,648941466.267349,525094888.264927,615791153.847355,842579348.153754,"I121.032R9.01","M121T541_2",9.01097920735677,"HILICPos",3282923.64333885,532756597.911579,377256698.416867
