,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Height,IR,S.N,Run.Cmpd,runDate,type,SampID,replicate,13C Acetyl CoA.Norm.Area,13C-Isethionic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Taurine.Norm.Area,D-Methionine.Norm.Area,Heavy Alanine.Norm.Area,Heavy Histidine.Norm.Area,Heavy Isoleucine.Norm.Area,PooModel.IS,SmpModel.IS,PooPlusModel.IS,PooModel,SmpModel,PooPlusModel
56,160802_Smp_Pt_34,13C-Isethionic Acid,6.665,,15275583,537284,1.420050402,94.18868845,160802_Smp_Pt_34 13C-Isethionic Acid,160802,Smp,Pt,34,15954542.98,19158246.67,15442062.16,14013782.5,16406648.67,17079402.38,17605994.95,22216007.57,20039792.72,13564452.67,17539331.89,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,19158246.67,19158246.67,19158246.67
57,160802_Smp_Pt_56,13C-Isethionic Acid,6.545,,17899934,524417,1.466448277,Inf,160802_Smp_Pt_56 13C-Isethionic Acid,160802,Smp,Pt,56,18686034.52,19158246.67,20087841.09,15398900.16,13338722.79,16166293.51,17324160.38,27316678.93,19784895.75,12888750.67,23032643.21,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,19158246.67,19158246.67,19158246.67
58,160802_Smp_Tp_12,13C-Isethionic Acid,6.76,,16438633,567973,1.403710716,105.0907324,160802_Smp_Tp_12 13C-Isethionic Acid,160802,Smp,Tp,12,24379824.45,19158246.67,18267515.64,21959491.54,16937205.01,15985623.6,13542236.33,25269082.7,16137039.38,25513224.37,14019639.87,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,19158246.67,19158246.67,19158246.67
59,160802_Smp_Tp_34,13C-Isethionic Acid,6.58,,22009304,755019,1.365359396,83.88944962,160802_Smp_Tp_34 13C-Isethionic Acid,160802,Smp,Tp,34,22326736.36,19158246.67,23023711.81,24175338.36,21043183.14,24044562.8,19218602.95,35619344.59,18038435.55,29215912.85,23808017.08,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,19158246.67,19158246.67,19158246.67
60,160802_Smp_Tp_56,13C-Isethionic Acid,6.42,,22548842,725398,1.317216051,74.57529701,160802_Smp_Tp_56 13C-Isethionic Acid,160802,Smp,Tp,56,18814347.41,19158246.67,19165560.82,25607829.63,18476953.91,21817963.78,23969565.8,32422792.4,18839279.19,24525262.1,28008214.02,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,13C-Isethionic Acid.Norm.Area,19158246.67,19158246.67,19158246.67
61,160802_Poo_0801PooledDiatoms_1,13C-Sulfoacetic Acid,13.85,,5228195,1164773,1.846796168,Inf,160802_Poo_0801PooledDiatoms_1 13C-Sulfoacetic Acid,160802,Poo,0801PooledDiatoms,1,4255158.549,4107316.173,3863379.667,4090246.95,3693205.574,5227869.592,5392633.356,5618463.399,5108659.758,3774512.551,8429930.759,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
62,160802_Poo_0801PooledDiatoms_2,13C-Sulfoacetic Acid,13.85,,5415761,1150071,1.927817217,219.2014907,160802_Poo_0801PooledDiatoms_2 13C-Sulfoacetic Acid,160802,Poo,0801PooledDiatoms,2,3815730.418,4256925.005,3863379.667,4484668.694,5632485.884,6168985.402,5905578.511,5747579.611,5134503.888,3754578.549,8060693.808,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
63,160802_Poo_0801PooledDiatoms_3,13C-Sulfoacetic Acid,13.85,,6446816,1315835,2.816472751,137.0776765,160802_Poo_0801PooledDiatoms_3 13C-Sulfoacetic Acid,160802,Poo,0801PooledDiatoms,3,5323244.274,4767087.612,3863379.667,5127046.305,4555176.504,4996655.783,6726410.349,7069002.163,5594790.738,4006993.256,9525741.719,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
64,160802_Smp_Np_12,13C-Sulfoacetic Acid,13.96,,2210542,428572,1.536368249,2082.489642,160802_Smp_Np_12 13C-Sulfoacetic Acid,160802,Smp,Np,12,2662818.769,2759021.368,3863379.667,3014997.007,3364779.124,2218012.253,2416398.116,1236443.334,2253443.696,3651246.77,1250558.028,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
65,160802_Smp_Np_34,13C-Sulfoacetic Acid,13.95,,2385470,348829,1.789454575,15592.30719,160802_Smp_Np_34 13C-Sulfoacetic Acid,160802,Smp,Np,34,2632034.492,2907309.504,3863379.667,3132238.809,3668757.3,2503013.041,2597809.23,1348911.991,2386075.437,3714449.911,1477340.868,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
66,160802_Smp_Np_56,13C-Sulfoacetic Acid,13.89,,2831551,561350,2.204936664,74.49714479,160802_Smp_Np_56 13C-Sulfoacetic Acid,160802,Smp,Np,56,2950472.297,3573266.97,3863379.667,3544988.702,5458704.104,2998965.324,3172419.772,1619421.371,3042469.884,4351726.603,1978211.311,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
67,160802_Smp_Pt_12,13C-Sulfoacetic Acid,13.96,,2862768,519153,1.712479863,Inf,160802_Smp_Pt_12 13C-Sulfoacetic Acid,160802,Smp,Pt,12,4267402.759,3704012.661,3863379.667,2444197.567,3283682.994,2984703.914,2329930.837,4742245.382,3789574.036,3435815.934,4290234.406,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
68,160802_Smp_Pt_34,13C-Sulfoacetic Acid,13.92,,3821729,668815,2.039396441,175.8274931,160802_Smp_Pt_34 13C-Sulfoacetic Acid,160802,Smp,Pt,34,3991594.926,4793115.057,3863379.667,3506044.841,4104705.203,4273018.409,4404764.223,5558122.424,5013665.075,3393629.046,4388086.094,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
69,160802_Smp_Pt_56,13C-Sulfoacetic Acid,13.9,,3442592,537915,1.510408929,102.7976226,160802_Smp_Pt_56 13C-Sulfoacetic Acid,160802,Smp,Pt,56,3593778.22,3684596.083,3863379.667,2961582.457,2565360.317,3109170.833,3331856.751,5253660.731,3805115.92,2478819.751,4429736.626,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
70,160802_Smp_Tp_12,13C-Sulfoacetic Acid,13.95,,3476591,723567,2.120922676,130.3663392,160802_Smp_Tp_12 13C-Sulfoacetic Acid,160802,Smp,Tp,12,5156066.096,4051759.531,3863379.667,4644192.169,3582033.524,3380784.469,2864034.799,5344134.483,3412807.249,5395767.776,2965000.423,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
71,160802_Smp_Tp_34,13C-Sulfoacetic Acid,13.91,,3693162,921341,2.714905523,223.6674304,160802_Smp_Tp_34 13C-Sulfoacetic Acid,160802,Smp,Tp,34,3746427.161,3214754.477,3863379.667,4056622.643,3531046.885,4034678.5,3224882.263,5976927.298,3026850.131,4902431.224,3994986.12,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
72,160802_Smp_Tp_56,13C-Sulfoacetic Acid,13.87,,4545379,923289,1.767675279,2383.274109,160802_Smp_Tp_56 13C-Sulfoacetic Acid,160802,Smp,Tp,56,3792582.324,3861905.284,3863379.667,5162007.479,3724570.791,4398049.105,4831767.459,6535762.665,3797608.055,4943784.311,5645875.2,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,13C-Sulfoacetic Acid.Norm.Area,3863379.667,3863379.667,3863379.667
73,160802_Poo_0801PooledDiatoms_1,13C-Sulfolactic Acid,13.51,,3848118,348456,1.548635026,143.4542998,160802_Poo_0801PooledDiatoms_1 13C-Sulfolactic Acid,160802,Poo,0801PooledDiatoms,1,3131932.188,3023115.492,2843570.455,3010552,2718316.904,3847878.489,3969149.867,4135367.969,3760136.256,2778161.428,6204697.471,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
74,160802_Poo_0801PooledDiatoms_2,13C-Sulfolactic Acid,13.47,,3635593,305912,1.368802567,89.39273037,160802_Poo_0801PooledDiatoms_2 13C-Sulfolactic Acid,160802,Poo,0801PooledDiatoms,2,2561494.644,2857667.971,2593481.52,3010552,3781080.12,4141231.518,3964406.83,3858342.383,3446785.483,2520443.478,5411132.8,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
75,160802_Poo_0801PooledDiatoms_3,13C-Sulfolactic Acid,13.46,,3785508,315112,1.395767318,10122.67914,160802_Poo_0801PooledDiatoms_3 13C-Sulfolactic Acid,160802,Poo,0801PooledDiatoms,3,3125757.55,2799187.737,2268539.173,3010552,2674755.585,2933987.947,3949683.097,4150849.697,3285207.007,2352867.683,5593423.402,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
76,160802_Smp_Np_12,13C-Sulfolactic Acid,13.55,,2207283,229148,1.51890683,Inf,160802_Smp_Np_12 13C-Sulfolactic Acid,160802,Smp,Np,12,2658892.977,2754953.745,3857683.89,3010552,3359818.433,2214742.239,2412835.622,1234620.447,2250121.446,3645863.74,1248714.331,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
77,160802_Smp_Np_34,13C-Sulfolactic Acid,13.53,,2292795,188745,1.29913557,Inf,160802_Smp_Np_34 13C-Sulfolactic Acid,160802,Smp,Np,34,2529780.515,2794361.151,3713288.192,3010552,3526226.863,2405771.519,2496884.896,1296507.048,2293376.916,3570144.325,1419946.491,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
78,160802_Smp_Np_56,13C-Sulfolactic Acid,13.5,,2404671,246001,1.727623851,Inf,160802_Smp_Np_56 13C-Sulfolactic Acid,160802,Smp,Np,56,2505663.917,3034567.083,3280942.864,3010552,4635758.797,2546846.214,2694150.954,1375280.052,2583792.097,3695667.414,1679979.407,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
79,160802_Smp_Pt_12,13C-Sulfolactic Acid,13.56,,3526111,357382,1.557515616,Inf,160802_Smp_Pt_12 13C-Sulfolactic Acid,160802,Smp,Pt,12,5256219.09,4562283.701,4758578.25,3010552,4044557.828,3676301.155,2869808.085,5841089.325,4667670.833,4231942.078,5284341.146,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
80,160802_Smp_Pt_34,13C-Sulfolactic Acid,13.56,,3281622,304510,1.391530194,784.3903079,160802_Smp_Pt_34 13C-Sulfolactic Acid,160802,Smp,Pt,34,3427481.573,4115726.63,3317386.374,3010552,3524606.506,3669132.798,3782259.595,4772619.101,4305107.35,2914023.4,3767938.507,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
81,160802_Smp_Pt_56,13C-Sulfolactic Acid,13.53,,3499515,307026,1.348511846,1546.039735,160802_Smp_Pt_56 13C-Sulfolactic Acid,160802,Smp,Pt,56,3653201.073,3745520.603,3927260.359,3010552,2607778.357,3160580.739,3386948.752,5340529.616,3868033.225,2519806.849,4502981.989,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
82,160802_Smp_Tp_12,13C-Sulfolactic Acid,13.6,,2253666,224326,1.355931122,Inf,160802_Smp_Tp_12 13C-Sulfolactic Acid,160802,Smp,Tp,12,3342369.25,2626513.356,2504397.958,3010552,2322018.081,2191560.356,1856582.454,3464282.737,2212318.809,3497753.512,1922032.429,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
83,160802_Smp_Tp_34,13C-Sulfolactic Acid,13.53,,2740816,243416,1.491813254,1355.827484,160802_Smp_Tp_34 13C-Sulfolactic Acid,160802,Smp,Tp,34,2780345.814,2385774.171,2867140.083,3010552,2620505.085,2994266.536,2393290.331,4435672.73,2246324.226,3638254.14,2964809.526,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
84,160802_Smp_Tp_56,13C-Sulfolactic Acid,13.5,,2650926,206002,1.700758273,2310.16899,160802_Smp_Tp_56 13C-Sulfolactic Acid,160802,Smp,Tp,56,2211884.881,2252314.962,2253174.841,3010552,2172219.643,2565001.229,2817951.591,3811744.45,2214815.955,2883281.321,3292750.145,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,13C-Sulfolactic Acid.Norm.Area,3010552,3010552,3010552
85,160802_Poo_0801PooledDiatoms_1,d3-Cysteic Acid,12.25,,2448059,220031,1.178472692,Inf,160802_Poo_0801PooledDiatoms_1 d3-Cysteic Acid,160802,Poo,0801PooledDiatoms,1,1992442.742,1923216.774,1808995.526,1915224.252,1729312.917,2447906.63,2525055.898,2630798.945,2392087.613,1767384.235,3947245.247,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
86,160802_Poo_0801PooledDiatoms_2,d3-Cysteic Acid,12.23,,1662773,131532,0.898426162,220.0164647,160802_Poo_0801PooledDiatoms_2 d3-Cysteic Acid,160802,Poo,0801PooledDiatoms,2,1171523.912,1306981.597,1186153.414,1376904.56,1729312.917,1894031.58,1813159.129,1764649.546,1576420.088,1152748.771,2474832.997,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
87,160802_Poo_0801PooledDiatoms_3,d3-Cysteic Acid,12.23,,2447449,246161,1.352077187,1360.693889,160802_Poo_0801PooledDiatoms_3 d3-Cysteic Acid,160802,Poo,0801PooledDiatoms,3,2020899.755,1809762.185,1466681.336,1946415.773,1729312.917,1896914.725,2553593.321,2683653.803,2123988.803,1521202.348,3616322.7,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
88,160802_Smp_Np_12,d3-Cysteic Acid,12.39,,1136098,123648,1.215806258,Inf,160802_Smp_Np_12 d3-Cysteic Acid,160802,Smp,Np,12,1368543.587,1417986.475,1985566.396,1549543.99,1729312.917,1139937.302,1241896.814,635464.424,1158147.131,1876541.659,642718.6067,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
89,160802_Smp_Np_34,d3-Cysteic Acid,12.375,,1124420,102604,1.264143222,Inf,160802_Smp_Np_34 d3-Cysteic Acid,160802,Smp,Np,34,1240641.142,1370395.332,1821050.512,1476418.467,1729312.917,1179825.327,1224508.652,635825.9045,1124705.38,1750850.679,696362.4021,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
90,160802_Smp_Np_56,d3-Cysteic Acid,12.26,,897033,68013,1.254467039,564.1092279,160802_Smp_Np_56 d3-Cysteic Acid,160802,Smp,Np,56,934707.168,1132008.002,1223915.463,1123049.47,1729312.917,950069.7185,1005019.943,513031.3424,963851.9268,1378623.366,626695.6966,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
91,160802_Smp_Pt_12,d3-Cysteic Acid,12.34,,1507643,124573,1.16909342,Inf,160802_Smp_Pt_12 d3-Cysteic Acid,160802,Smp,Pt,12,2247377.328,1950674.578,2034603.332,1287207.819,1729312.917,1571859.111,1227030.593,2497447.594,1995734.467,1809431.935,2259401.346,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
92,160802_Smp_Pt_34,d3-Cysteic Acid,12.32,,1610095,127515,1.045988966,403.8258694,160802_Smp_Pt_34 d3-Cysteic Acid,160802,Smp,Pt,34,1681659.54,2019340.091,1627642.432,1477097.217,1729312.917,1800223.296,1855727.827,2341637.809,2112257.847,1429736.425,1848701.328,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
93,160802_Smp_Pt_56,d3-Cysteic Acid,12.34,,2320656,197809,1.358685165,66.2126117,160802_Smp_Pt_56 d3-Cysteic Acid,160802,Smp,Pt,56,2422570.839,2483791.285,2604309.545,1996406.806,1729312.917,2095896.333,2246009.217,3541499.921,2565033.873,1670975.802,2986091.55,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
94,160802_Smp_Tp_12,d3-Cysteic Acid,12.41,,1678408,137396,1.214728953,563.280737,160802_Smp_Tp_12 d3-Cysteic Acid,160802,Smp,Tp,12,2489215.034,1956084.455,1865139.54,2242095.573,1729312.917,1632155.091,1382681.747,2580009.575,1647614.858,2604936.79,1431425.333,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
95,160802_Smp_Tp_34,d3-Cysteic Acid,12.33,,1808708,158306,1.283857902,1943.758324,160802_Smp_Tp_34 d3-Cysteic Acid,160802,Smp,Tp,34,1834794.352,1574410.259,1892071.269,1986711.07,1729312.917,1975964.033,1579370.292,2927170.869,1482385.026,2400941.679,1956524.884,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
96,160802_Smp_Tp_56,d3-Cysteic Acid,12.31,,2110413,195665,1.566975075,322.073026,160802_Smp_Tp_56 d3-Cysteic Acid,160802,Smp,Tp,56,1760890.575,1793077.127,1793761.68,2396712.725,1729312.917,2042007.94,2243382.754,3034545.303,1763224.015,2295392.019,2621371.819,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,d3-Cysteic Acid.Norm.Area,1729312.917,1729312.917,1729312.917
97,160802_Poo_0801PooledDiatoms_1,d4 Succinic Acid,12.33,,3064700,327343,14.63933087,4.435346393,160802_Poo_0801PooledDiatoms_1 d4 Succinic Acid,160802,Poo,0801PooledDiatoms,1,2494318.671,2407655.391,2264662.979,2397649.634,2164909.136,3064509.25,3161091.629,3293470.266,2994629.994,2212570.23,4941515.915,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
98,160802_Poo_0801PooledDiatoms_2,d4 Succinic Acid,12.33,,2690337,247377,12.5594609,4.02199829,160802_Poo_0801PooledDiatoms_2 d4 Succinic Acid,160802,Poo,0801PooledDiatoms,2,1895504.755,2114672.868,1919175.027,2227806.973,2797997.396,3064509.25,2933659.069,2855171.432,2550619.532,1865126.912,4004235.563,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
99,160802_Poo_0801PooledDiatoms_3,d4 Succinic Acid,12.32,,3953910,374452,14.3521251,28.08973937,160802_Poo_0801PooledDiatoms_3 d4 Succinic Acid,160802,Poo,0801PooledDiatoms,3,3264809.91,2923712.323,2369457.341,3144479.33,2793744.685,3064509.25,4125388.586,4335504.277,3431352.632,2457537.287,5842252.275,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
100,160802_Smp_Np_12,d4 Succinic Acid,12.465,,3054188,249608,15.66852892,57.20101575,160802_Smp_Np_12 d4 Succinic Acid,160802,Smp,Np,12,3679074.693,3811992.694,5337825.663,4165660.584,4648935.883,3064509.25,3338608.417,1708327.819,3113462.985,5044732.952,1727829.339,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
101,160802_Smp_Np_34,d4 Succinic Acid,12.44,,2920598,246982,12.84355183,11.97989812,160802_Smp_Np_34 d4 Succinic Acid,160802,Smp,Np,34,3222473.841,3559500.779,4730044.363,3834888.052,4491762.727,3064509.25,3180570.89,1651510.881,2921339.253,4547705.475,1808749.968,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
102,160802_Smp_Np_56,d4 Succinic Acid,12.38,,2893436,252991,10.01067691,24.00266323,160802_Smp_Np_56 d4 Succinic Acid,160802,Smp,Np,56,3014956.383,3651362.553,3947815.812,3622466.249,5578006.883,3064509.25,3241754.634,1654814.656,3108964.624,4446835.821,2021446.134,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
103,160802_Smp_Pt_12,d4 Succinic Acid,12.46,,2939313,261948,14.67777744,14.49187544,160802_Smp_Pt_12 d4 Succinic Acid,160802,Smp,Pt,12,4381505.035,3803050.951,3966679.129,2509550.786,3371482.464,3064509.25,2392228.779,4869044.051,3890900.076,3527683.152,4404947.157,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
104,160802_Smp_Pt_34,d4 Succinic Acid,12.39,,2740855,248774,14.72177014,8.040922227,160802_Smp_Pt_34 d4 Succinic Acid,160802,Smp,Pt,34,2862678.885,3437510.448,2770725.888,2514453.676,2943798.94,3064509.25,3158994.278,3986155.909,3595683.783,2433831.687,3147033.113,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
105,160802_Smp_Pt_56,d4 Succinic Acid,12.41,,3393141,338361,11.01944642,6.389899243,160802_Smp_Pt_56 d4 Succinic Acid,160802,Smp,Pt,56,3542155.511,3631668.824,3807884.276,2919040.902,2528510.283,3064509.25,3283996.404,5178194.693,3750457.457,2443212.826,4366105.82,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
106,160802_Smp_Tp_12,d4 Succinic Acid,12.45,,3151353,247038,22.56300969,19.79396347,160802_Smp_Tp_12 d4 Succinic Acid,160802,Smp,Tp,12,4673711.794,3672714.033,3501957.263,4209724.101,3246931.287,3064509.25,2596101.944,4844186.226,3093536.272,4890989.181,2687622.15,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
107,160802_Smp_Tp_34,d4 Succinic Acid,12.42,,2805113,269496,30.2291395,7.717578512,160802_Smp_Tp_34 d4 Succinic Acid,160802,Smp,Tp,34,2845570.146,2441742.219,2934400.529,3081176.756,2681979.702,3064509.25,2449434.701,4539729.496,2299020.907,3723604.206,3034361.206,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
108,160802_Smp_Tp_56,d4 Succinic Acid,12.35,,3167167,271783,18.11600611,10.43788962,160802_Smp_Tp_56 d4 Succinic Acid,160802,Smp,Tp,56,2642627.068,2690930.497,2691957.83,3596826.523,2595237.426,3064509.25,3366719.133,4554043.091,2646128.939,3444771.168,3933979.899,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,d4 Succinic Acid.Norm.Area,3064509.25,3064509.25,3064509.25
109,160802_Poo_0801PooledDiatoms_1,d4 Taurine,10.48,,6842272,478733,62.59454218,1205.201338,160802_Poo_0801PooledDiatoms_1 d4 Taurine,160802,Poo,0801PooledDiatoms,1,5568834.406,5375349.322,5056103.401,5353010.395,4833392.23,6841846.13,7057476.667,7353026.197,6685833.183,4939800.742,11032465.16,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
110,160802_Poo_0801PooledDiatoms_2,d4 Taurine,10.455,,6472119,445482,73.04874718,1418.76977,160802_Poo_0801PooledDiatoms_2 d4 Taurine,160802,Poo,0801PooledDiatoms,2,4559998.371,5087249.087,4616941.727,5359414.764,6731116.626,7372261.744,7057476.667,6868659.677,6136001.971,4486918.674,9632952.701,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
111,160802_Poo_0801PooledDiatoms_3,d4 Taurine,10.43,,6764121,444368,40.3058098,317.2429754,160802_Poo_0801PooledDiatoms_3 d4 Taurine,160802,Poo,0801PooledDiatoms,3,5585248.343,5001718.279,4053530.849,5379393.731,4779377.145,5242585.535,7057476.667,7416930.463,5870160.017,4204212.937,9994587.965,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
112,160802_Smp_Np_12,d4 Taurine,10.735,,6456241,380052,52.9443105,2955.801373,160802_Smp_Np_12 d4 Taurine,160802,Smp,Np,12,7777187.545,8058162.602,11283617.41,8805780.344,9827374.887,6478059.067,7057476.667,3611230.253,6581542.255,10664049.4,3652454.471,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
113,160802_Smp_Np_34,d4 Taurine,10.685,,6480614,419471,374.1046008,1196.023788,160802_Smp_Np_34 d4 Taurine,160802,Smp,Np,34,7150456.548,7898297.054,10495655.93,8509363.218,9966924.724,6799943.556,7057476.667,3664593.531,6482258.792,10091057.99,4013496.676,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,d4 Taurine.Norm.Area,7057476.667,7057476.667,7057476.667
