"","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","S.N","Run.Cmpd","runDate","type","SampID","replicate","inj.vol.Norm.Area","13C Acetyl CoA.Norm.Area","13C-Isethionic Acid.Norm.Area","13C-Sulfoacetic Acid.Norm.Area","13C-Sulfolactic Acid.Norm.Area","d3-Cysteic Acid.Norm.Area","d4 Succinic Acid.Norm.Area","d4 Taurine.Norm.Area","D-Methionine.Norm.Area","Heavy Alanine.Norm.Area","Heavy Histidine.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area","Heavy Valine.Norm.Area","15N GMP.Norm.Area","15N AMP.Norm.Area","PooPlusModel.IS","PooPlusModel"
"858","170410_Smp_32ppt4C_C","13C-Isethionic Acid",7,NA,6197059,-1441335,229630,1.447946503,Inf,"170410_Smp_32ppt4C_C 13C-Isethionic Acid","170410","Smp","32ppt4C","C",NA,7856347.03674316,5940104.22222222,5960823.05924144,4490097.27249783,6840603.1246952,6402491.32882091,5648102.33847631,5108096.40973742,6244506.00837026,8213712.51203937,5357293.53679301,4709366.21716892,4688400.69214556,6129895.69704769,7204035.07848515,"13C-Isethionic Acid.Norm.Area",5940104.22222222
"859","170410_Smp_40ppt-1C_A","13C-Isethionic Acid",6.955,NA,5700497,-1937897,185208,1.310222337,Inf,"170410_Smp_40ppt-1C_A 13C-Isethionic Acid","170410","Smp","40ppt-1C","A",NA,5268021.84677537,5940104.22222222,7525095.41591926,6658944.87321759,5210653.19084709,5286303.65568033,5134332.89755756,5227804.01028899,4900811.22845158,5610629.91006155,4480048.05492784,7036489.48056893,5877840.25358488,5132587.85818132,5928879.67193853,"13C-Isethionic Acid.Norm.Area",5940104.22222222
"860","170410_Smp_40ppt-1C_B","13C-Isethionic Acid",6.975,NA,7156639,-481755,237474,1.440869526,Inf,"170410_Smp_40ppt-1C_B 13C-Isethionic Acid","170410","Smp","40ppt-1C","B",NA,6678144.92903704,5940104.22222222,8588444.93190505,6107091.90633498,5191818.50992637,6118939.55462132,6276361.45195285,7417578.38365234,6797802.82824147,6252338.12698428,5632729.42479543,9473970.16683927,7727704.94235539,7710101.2606873,6126639.73480298,"13C-Isethionic Acid.Norm.Area",5940104.22222222
"861","170410_Smp_40ppt-1C_C","13C-Isethionic Acid",6.905,NA,6016690,-1621704,215835,1.366389847,349.8138443,"170410_Smp_40ppt-1C_C 13C-Isethionic Acid","170410","Smp","40ppt-1C","C",NA,5255701.88615418,5940104.22222222,6934705.89554723,6322989.33740107,5774050.81085761,5626710.65588665,5562327.70013328,6000962.71010228,5451334.58625553,4788303.96968043,4817012.24800931,8011603.11837433,6353326.90449158,5618101.90839856,5559198.74176321,"13C-Isethionic Acid.Norm.Area",5940104.22222222
"862","170410_Smp_40ppt4C_A","13C-Isethionic Acid",7.14,NA,5769771,-1868623,203741,1.18498882,Inf,"170410_Smp_40ppt4C_A 13C-Isethionic Acid","170410","Smp","40ppt4C","A",NA,5579536.68679416,5940104.22222222,9294035.92482768,4483012.60259429,6278334.08803789,5306411.27649399,6143633.45410556,4710655.94463933,5318185.90653837,7052525.07047701,5612774.19857007,5082662.78852774,4571506.10453482,5755482.82199959,5966797.97815278,"13C-Isethionic Acid.Norm.Area",5940104.22222222
"863","170410_Smp_40ppt4C_B","13C-Isethionic Acid",7.035,NA,6127409,-1510985,219214,1.3404395,290.0423605,"170410_Smp_40ppt4C_B 13C-Isethionic Acid","170410","Smp","40ppt4C","B",NA,5675392.77208357,5940104.22222222,6904311.13961076,5404839.06273024,6221726.64881712,5695744.03339714,5239223.52683367,6343445.43429173,5417152.34202538,7040225.92513119,7189601.09026626,5574732.50501147,5210363.16874386,6275445.12156372,5972705.36213405,"13C-Isethionic Acid.Norm.Area",5940104.22222222
"864","170410_Smp_40ppt4C_C","13C-Isethionic Acid",6.66,NA,6749737,-888657,254084,1.255234439,84.37022764,"170410_Smp_40ppt4C_C 13C-Isethionic Acid","170410","Smp","40ppt4C","C",NA,6002604.9198358,5940104.22222222,7094937.84554088,5492307.51874929,6716155.9395309,6656746.22755154,5405985.51169033,9354944.79990183,6232719.28309442,6266318.05468274,10960280.0357341,6423735.22527502,6705515.2688883,6067560.84685237,5669981.74847277,"13C-Isethionic Acid.Norm.Area",5940104.22222222
"865","170410_Poo_April10AqExtractsFull_1","13C-Sulfoacetic Acid",13.88,NA,17091246,-5201784,3320146,2.139728481,292.0238047,"170410_Poo_April10AqExtractsFull_1 13C-Sulfoacetic Acid","170410","Poo","April10AqExtractsFull","1",17091246,14634565.8250097,15063226.625255,14621476,15413943.5756152,15513248.2641009,15792626.2699809,17732242.9749965,11377927.6507363,14485375.4514161,19368736.8551713,11600919.4123971,15300983.010728,15626202.0542685,16305242.3721748,17408020.0151582,"13C-Sulfoacetic Acid.Norm.Area",14621476
"866","170410_Poo_April10AqExtractsFull_2","13C-Sulfoacetic Acid",13.81,NA,15960730,-6332300,2876613,2.965235504,78.58246405,"170410_Poo_April10AqExtractsFull_2 13C-Sulfoacetic Acid","170410","Poo","April10AqExtractsFull","2",15960730,14328203.4465353,15317267.0830961,14621476,13685564.0581088,14860767.5701777,16387358.6909546,15240953.5289859,17575104.3449325,15001257.1264859,15074662.5876502,17517310.2119922,16492322.6959181,16221627.1984523,16493557.9432169,15437134.2846949,"13C-Sulfoacetic Acid.Norm.Area",14621476
"867","170410_Poo_April10AqExtractsFull_3","13C-Sulfoacetic Acid",13.79,NA,17922474,-4370556,3226694,2.130765529,201.1102464,"170410_Poo_April10AqExtractsFull_3 13C-Sulfoacetic Acid","170410","Poo","April10AqExtractsFull","3",17922474,15906992.716881,16202798.6498654,14621476,18674187.3850316,14135308.0007551,16681046.01704,16573828.8284022,21767280.5081104,17170298.472976,15754750.9128241,20334908.3719167,19004323.2393595,17947658.38222,16944950.6104003,15276948.9550291,"13C-Sulfoacetic Acid.Norm.Area",14621476
"868","170410_Poo_April10AqExtractsHalf_1","13C-Sulfoacetic Acid",13.84,NA,11542603,-10750427,1526399,1.971564461,432.9513135,"170410_Poo_April10AqExtractsHalf_1 13C-Sulfoacetic Acid","170410","Poo","April10AqExtractsHalf","1",23085206,19170819.3024582,21840656.8403845,14621476,19238291.7474597,24541791.8620244,20268375.9817478,14184794.4674513,20534392.3920761,18379941.3838163,18397126.8866299,18246024.6314193,13217735.7495998,18172079.0267751,17659587.1066074,20935966.2062411,"13C-Sulfoacetic Acid.Norm.Area",14621476
"869","170410_Poo_April10AqExtractsHalf_2","13C-Sulfoacetic Acid",13.81,NA,12189531,-10103499,1581164,2.155743518,210.8929143,"170410_Poo_April10AqExtractsHalf_2 13C-Sulfoacetic Acid","170410","Poo","April10AqExtractsHalf","2",24379062,21338895.9364669,19651903.4588875,14621476,21498365.1809187,20757098.8949201,19351257.1436711,17907266.6582072,24492775.2841488,19757980.5004233,17233694.5179814,22253691.887371,14508476.7982217,21414992.2632241,18235320.5259285,19501311.9452426,"13C-Sulfoacetic Acid.Norm.Area",14621476
"870","170410_Poo_April10AqExtractsHalf_3","13C-Sulfoacetic Acid",13.86,NA,9791410,-12501620,1168069,2.089012841,643.734016,"170410_Poo_April10AqExtractsHalf_3 13C-Sulfoacetic Acid","170410","Poo","April10AqExtractsHalf","3",19582820,15055023.3230093,17100368.5692454,14621476,22910453.7808252,18187270.7082431,16300829.5168753,14902203.8866701,17251441.3382949,16871303.803782,13579439.8496943,15283807.0522532,11634849.4173387,17487324.9783155,16756494.6213071,17409497.2406365,"13C-Sulfoacetic Acid.Norm.Area",14621476
"871","170410_Smp_32ppt-1C_A","13C-Sulfoacetic Acid",13.84,NA,12162542,-10130488,1800472,1.42534839,124.5064228,"170410_Smp_32ppt-1C_A 13C-Sulfoacetic Acid","170410","Smp","32ppt-1C","A",NA,10841265.3802688,10593066.2803954,14621476,15194403.4816344,10753322.7077756,11029732.3630303,12672302.1890676,10553804.4610918,11426600.9817417,8967706.98830321,10883567.5572011,11985493.0485407,12057655.2515982,12425083.2555223,10375965.1799411,"13C-Sulfoacetic Acid.Norm.Area",14621476
"872","170410_Smp_32ppt-1C_B","13C-Sulfoacetic Acid",13.81,NA,17897506,-4395524,3167202,2.076664426,83.60145934,"170410_Smp_32ppt-1C_B 13C-Sulfoacetic Acid","170410","Smp","32ppt-1C","B",NA,15815612.9387851,13726892.2590409,14621476,18714796.0109006,15006062.5459475,17150533.7890992,19019933.4459174,17733702.8233498,15982804.2766473,12005737.1598238,18635187.9716737,18732517.3884125,18916796.0950155,15552767.5546336,14605849.5199268,"13C-Sulfoacetic Acid.Norm.Area",14621476
"873","170410_Smp_32ppt-1C_C","13C-Sulfoacetic Acid",13.86,NA,18118006,-4175024,3429275,2.086366902,258.9699856,"170410_Smp_32ppt-1C_C 13C-Sulfoacetic Acid","170410","Smp","32ppt-1C","C",NA,17754675.6986046,17083137.5282975,14621476,23015572.8918137,15645733.9238286,17381081.0256806,18880489.3916524,15829335.0273859,17645085.0244633,13132741.8637472,16269463.9799975,17606746.6025216,16937684.7816117,14463584.0403524,14788185.062435,"13C-Sulfoacetic Acid.Norm.Area",14621476
"874","170410_Smp_32ppt4C_A","13C-Sulfoacetic Acid",13.86,NA,20641172,-1651858,4097005,2.072664037,798.8806339,"170410_Smp_32ppt4C_A 13C-Sulfoacetic Acid","170410","Smp","32ppt4C","A",NA,19900036.9653032,19135424.8245329,14621476,16211121.4791713,20765438.1294278,16790250.2439463,19540332.262872,15657703.9434183,20101020.0081513,25360408.7598305,18244214.6916621,17633779.3419073,17322524.8029336,18715391.2910932,18193859.769379,"13C-Sulfoacetic Acid.Norm.Area",14621476
"875","170410_Smp_32ppt4C_B","13C-Sulfoacetic Acid",13.88,NA,22759056,466026,4151805,2.160337277,169.3050915,"170410_Smp_32ppt4C_B 13C-Sulfoacetic Acid","170410","Smp","32ppt4C","B",NA,20122456.7980258,21782169.3299567,14621476,16930548.6261839,19697977.1400561,19140301.983252,21619332.5575234,17097657.7350399,21923588.9784042,25639597.9421534,19868893.229763,17113668.3900524,17062027.4438025,17206256.5824708,21478078.2420326,"13C-Sulfoacetic Acid.Norm.Area",14621476
"876","170410_Smp_32ppt4C_C","13C-Sulfoacetic Acid",13.86,NA,15200946,-7092084,2334284,1.977218399,333.406429,"170410_Smp_32ppt4C_C 13C-Sulfoacetic Acid","170410","Smp","32ppt4C","C",NA,19271061.815418,14570654.162946,14621476,11013890.0039497,16779514.0736796,15704856.9256602,13854394.2618026,12529798.0360059,15317330.1448174,20147653.9686059,13141060.9063008,11551741.1664806,11500314.2212568,15036199.1835892,17670986.8681512,"13C-Sulfoacetic Acid.Norm.Area",14621476
"877","170410_Smp_40ppt-1C_A","13C-Sulfoacetic Acid",13.83,NA,11076229,-11216801,1638574,2.2044664,484.3404172,"170410_Smp_40ppt-1C_A 13C-Sulfoacetic Acid","170410","Smp","40ppt-1C","A",NA,10235917.3861309,11541792.697935,14621476,12938520.6788345,10124448.443952,10271439.4646383,9976155.92738337,10157772.977528,9522416.63351476,10901614.6694036,8704861.73177274,13672100.6682176,11420812.0229033,9972765.26587697,11519983.0751312,"13C-Sulfoacetic Acid.Norm.Area",14621476
"878","170410_Smp_40ppt-1C_B","13C-Sulfoacetic Acid",13.82,NA,12183885,-10109145,1796114,2.186949118,1389.793457,"170410_Smp_40ppt-1C_B 13C-Sulfoacetic Acid","170410","Smp","40ppt-1C","B",NA,11369268.427361,10112784.3295673,14621476,10397074.0275171,8838858.52923617,10417244.1638397,10685248.5012904,12628123.6212845,11572981.1035556,10644349.7737265,9589491.31677924,16129046.4708644,13156101.3950249,13126131.8474453,10430353.4054561,"13C-Sulfoacetic Acid.Norm.Area",14621476
"879","170410_Smp_40ppt-1C_C","13C-Sulfoacetic Acid",13.79,NA,12685886,-9607144,1798441,1.873845878,2361.604019,"170410_Smp_40ppt-1C_C 13C-Sulfoacetic Acid","170410","Smp","40ppt-1C","C",NA,11081381.1211375,12524408.7681482,14621476,13331702.6327575,12174293.5641935,11863634.3131461,11727886.1132172,12652725.8061506,11493862.7566145,10095896.297252,10156426.2474633,16892059.2280708,13395667.8557667,11845483.2052718,11721288.8630379,"13C-Sulfoacetic Acid.Norm.Area",14621476
"880","170410_Smp_40ppt4C_A","13C-Sulfoacetic Acid",13.86,NA,9077065,-13215965,1339987,2.216079781,1499.607396,"170410_Smp_40ppt4C_A 13C-Sulfoacetic Acid","170410","Smp","40ppt4C","A",NA,8777786.35857735,9345035.0337796,14621476,7052723.02654084,9877141.84996868,8348102.56307728,9665229.38242968,7410853.94933831,8366626.53608483,11095107.3238174,8830075.96501549,7996099.06607169,7191941.94340805,9054586.68665943,9387029.93404095,"13C-Sulfoacetic Acid.Norm.Area",14621476
"881","170410_Smp_40ppt4C_B","13C-Sulfoacetic Acid",13.82,NA,12976206,-9316824,1873503,2.113109834,29762.94037,"170410_Smp_40ppt4C_B 13C-Sulfoacetic Acid","170410","Smp","40ppt4C","B",NA,12018957.0732862,12579544.8041783,14621476,11445997.0070277,13175945.4397023,12062055.5769383,11095267.7982228,13433713.1249324,11472073.2243439,14909306.9992623,15225643.466124,11805785.6722025,11034149.3137529,13289706.7323408,12648585.2595046,"13C-Sulfoacetic Acid.Norm.Area",14621476
"882","170410_Smp_40ppt4C_C","13C-Sulfoacetic Acid",13.78,NA,13910075,-8382955,2192097,2.273535212,Inf,"170410_Smp_40ppt4C_C 13C-Sulfoacetic Acid","170410","Smp","40ppt4C","C",NA,12370361.1904116,12241557.7434984,14621476,11318723.9012226,13840870.0710221,13718436.6266729,11140828.7339975,19278970.9862021,12844588.2679265,12913829.6965483,22587297.4484877,13238240.0623487,13818941.4348858,12504224.4530091,11684880.6657041,"13C-Sulfoacetic Acid.Norm.Area",14621476
"883","170410_Poo_April10AqExtractsFull_1","13C-Sulfolactic Acid",13.58,NA,5926625,2388796,552648,1.504305067,Inf,"170410_Poo_April10AqExtractsFull_1 13C-Sulfolactic Acid","170410","Poo","April10AqExtractsFull","1",5926625,5074737.30602484,5223381.34375352,5070198.22887694,5344997.27777778,5379432.54653446,5476310.71879286,6148899.53147292,3945453.15555372,5023003.48873038,6716376.32881066,4022778.62085058,5305826.64575512,5418600.82932975,5654067.41404286,6036470.75364411,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"884","170410_Poo_April10AqExtractsFull_2","13C-Sulfolactic Acid",13.475,NA,6233580,2695751,556171,1.357902703,1273.678644,"170410_Poo_April10AqExtractsFull_2 13C-Sulfolactic Acid","170410","Poo","April10AqExtractsFull","2",6233580,5595984.7977037,5982270.84499556,5710524.54142636,5344997.27777778,5803981.61676242,6400202.95993733,5952466.02750725,6864085.72430488,5858850.8419427,5887519.88243171,6841513.80239316,6441197.42084609,6335475.31170119,6441679.85572577,6029085.85850323,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"885","170410_Poo_April10AqExtractsFull_3","13C-Sulfolactic Acid",13.45,NA,5129839,1592010,531098,1.239263965,2351.980293,"170410_Poo_April10AqExtractsFull_3 13C-Sulfolactic Acid","170410","Poo","April10AqExtractsFull","3",5129839,4552960.24487312,4637626.94945057,4185014.73749461,5344997.27777778,4045861.87483299,4774512.73853188,4743824.6250636,6230314.21189086,4914548.44617505,4509385.01391552,5820335.18518061,5439490.02363585,5137047.37012251,4850048.51976939,4372626.711609,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"886","170410_Poo_April10AqExtractsHalf_1","13C-Sulfolactic Acid",13.465,NA,3206895,-330934,279508,1.514301337,4723.967599,"170410_Poo_April10AqExtractsHalf_1 13C-Sulfolactic Acid","170410","Poo","April10AqExtractsHalf","1",6413790,5326251.3288343,6068015.43968417,4062301.91552287,5344997.27777778,6818474.96733335,5631186.79503983,3940978.17049561,5705094.44794966,5106520.78426795,5111295.45277603,5069314.53506418,3672299.10677106,5048770.14054541,4906383.90614698,5816664.17418703,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"887","170410_Poo_April10AqExtractsHalf_2","13C-Sulfolactic Acid",13.42,NA,3030603,-507226,257206,1.507078128,Inf,"170410_Poo_April10AqExtractsHalf_2 13C-Sulfolactic Acid","170410","Poo","April10AqExtractsHalf","2",6061206,5305349.4873383,4885923.63219018,3635241.50601266,5344997.27777778,5160701.11165406,4811175.91426454,4452166.04774725,6089477.78667344,4912296.87003745,4284700.23229589,5532789.19385348,3607147.25694707,5324268.81706144,4533727.92536813,4848483.05362922,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"888","170410_Poo_April10AqExtractsHalf_3","13C-Sulfolactic Acid",13.525,NA,2284331,-1253498,177796,1.601526558,98.42114466,"170410_Poo_April10AqExtractsHalf_3 13C-Sulfolactic Acid","170410","Poo","April10AqExtractsHalf","3",4568662,3512329.32565107,3989507.33695688,3411182.95450359,5344997.27777778,4243081.05617391,3802975.28048701,3476676.6284571,4024752.53755573,3936066.64304704,3168076.44775287,3565704.45395308,2714404.48355841,4079784.07145043,3909281.71885205,4061626.89961919,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"889","170410_Smp_32ppt-1C_A","13C-Sulfolactic Acid",13.48,NA,4278467,740638,382471,1.470157985,92.29538665,"170410_Smp_32ppt-1C_A 13C-Sulfolactic Acid","170410","Smp","32ppt-1C","A",NA,3813676.13511408,3726366.12555866,5143456.24107954,5344997.27777778,3782740.1825678,3879973.93423652,4457787.42058638,3712554.8352667,4019582.02673005,3154606.85892182,3828556.94440813,4216185.76831314,4241570.5607709,4370822.20813746,3649995.58608119,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"890","170410_Smp_32ppt-1C_B","13C-Sulfolactic Acid",13.455,NA,5111577,1573748,500591,1.379004218,3359.460578,"170410_Smp_32ppt-1C_B 13C-Sulfolactic Acid","170410","Smp","32ppt-1C","B",NA,4516982.60857106,3920438.23048819,4175933.8104232,5344997.27777778,4285772.78702555,4898239.67954432,5432145.36951027,5064794.36166525,4564732.91507833,3428871.59441103,5322261.00254886,5350058.55199654,5402689.05807162,4441913.24303014,4171470.84468186,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"891","170410_Smp_32ppt-1C_C","13C-Sulfolactic Acid",13.51,NA,4207616,669787,396037,1.426419303,121.1077872,"170410_Smp_32ppt-1C_C 13C-Sulfolactic Acid","170410","Smp","32ppt-1C","C",NA,4123238.37094765,3967284.41276953,3395603.04600937,5344997.27777778,3633470.50385368,4036477.00640733,4384690.52566529,3676108.91234883,4097787.69641053,3049868.44522364,3778321.795106,4088884.2134568,3933505.34766717,3358935.17341429,3434318.54916389,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"892","170410_Smp_32ppt4C_A","13C-Sulfolactic Acid",13.58,NA,6805637,3267808,636568,1.31737883,3066.602252,"170410_Smp_32ppt4C_A 13C-Sulfolactic Acid","170410","Smp","32ppt4C","A",NA,6561276.0686474,6309174.45950063,4820872.48050702,5344997.27777778,6846609.0033475,5535942.83790958,6442677.20071782,5162529.01203348,6627542.53998827,8361624.82396962,6015332.00447724,5814064.2953375,5711440.01572501,6170684.46695475,5998729.39478908,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"893","170410_Smp_32ppt4C_B","13C-Sulfolactic Acid",13.57,NA,7185065,3647236,578652,1.356792892,Inf,"170410_Smp_32ppt4C_B 13C-Sulfolactic Acid","170410","Smp","32ppt4C","B",NA,6352687.03822809,6876660.54676191,4616019.90240456,5344997.27777778,6218678.23163744,6042619.42451806,6825252.75575673,5397753.85121485,6921306.92253306,8094456.01734264,6272636.67411806,5402808.43682498,5386505.31970678,5432038.65536999,6780658.57582539,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"894","170410_Smp_32ppt4C_C","13C-Sulfolactic Acid",13.585,NA,7376959,3839130,761994,1.431137591,Inf,"170410_Smp_32ppt4C_C 13C-Sulfolactic Acid","170410","Smp","32ppt4C","C",NA,9352170.11486025,7071080.86320627,7095744.49981495,5344997.27777778,8143031.84561392,7621504.98011515,6723482.76476694,6080661.45290535,7433439.7653792,9777576.82137631,6377304.907358,5606014.32067053,5581057.02745922,7297008.02128836,8575660.06851746,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"895","170410_Smp_40ppt-1C_A","13C-Sulfolactic Acid",13.525,NA,4575671,1037842,440916,1.270654056,Inf,"170410_Smp_40ppt-1C_A 13C-Sulfolactic Acid","170410","Smp","40ppt-1C","A",NA,4228532.1423126,4767998.75986248,6040238.39795981,5344997.27777778,4182483.50914254,4243206.57207441,4121222.78876738,4196250.11706225,3933779.77648269,4503536.54623469,3596041.88258317,5648044.52279237,4718020.76046369,4119822.08176452,4758989.04558298,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"896","170410_Smp_40ppt-1C_B","13C-Sulfolactic Acid",13.48,NA,6263573,2725744,583132,1.469665781,125.6283776,"170410_Smp_40ppt-1C_B 13C-Sulfolactic Acid","170410","Smp","40ppt-1C","B",NA,5844789.46997373,5198847.73054741,7516706.06655824,5344997.27777778,4543939.44415458,5355366.47621295,5493143.93651722,6491950.15833948,5949515.44353389,5472118.44541122,4929829.76247009,8291727.96613325,6763376.49962556,6747969.55438258,5362105.76272452,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"897","170410_Smp_40ppt-1C_C","13C-Sulfolactic Acid",13.49,NA,5086074,1548245,444849,1.432860369,1538.507255,"170410_Smp_40ppt-1C_C 13C-Sulfolactic Acid","170410","Smp","40ppt-1C","C",NA,4442789.75897374,5021333.92977445,5862098.15579487,5344997.27777778,4880964.40132063,4756413.70461633,4701989.0164073,5072779.28808377,4608163.47600674,4047685.40913499,4071953.30859355,6772429.07955746,5370642.45996305,4749136.49293154,4699344.02159902,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"898","170410_Smp_40ppt4C_A","13C-Sulfolactic Acid",13.58,NA,6879171,3341342,584619,1.538390372,2997.154617,"170410_Smp_40ppt4C_A 13C-Sulfolactic Acid","170410","Smp","40ppt4C","A",NA,6652358.81445389,7082255.55268808,11081074.5187344,5344997.27777778,7485519.57898185,6326717.39785348,7324918.97721986,5616411.4252265,6340756.03015569,8408570.45134,6691987.16835581,6059946.99921698,5450506.1328498,6862135.5197802,7114081.93049035,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"899","170410_Smp_40ppt4C_B","13C-Sulfolactic Acid",13.52,NA,6059567,2521738,584521,1.290947532,885.8666764,"170410_Smp_40ppt4C_B 13C-Sulfolactic Acid","170410","Smp","40ppt4C","B",NA,5612555.44615288,5874336.04016615,6827867.36438155,5344997.27777778,6152840.37416024,5632681.38053461,5181215.41891931,6273211.50260001,5357174.22579588,6962277.31631256,7109998.61601233,5513009.6785109,5152674.59954701,6205964.08187188,5906576.22383467,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"900","170410_Smp_40ppt4C_C","13C-Sulfolactic Acid",13.47,NA,6568701,3030872,547164,1.430602701,356.4684236,"170410_Smp_40ppt4C_C 13C-Sulfolactic Acid","170410","Smp","40ppt4C","C",NA,5841607.89368984,5780783.53936091,6904643.14697627,5344997.27777778,6536020.62364098,6478204.35102346,5260990.52994594,9104034.01822322,6065550.3151577,6098247.9276026,10666312.2475744,6251442.98185237,6525665.34848126,5904821.62523962,5517906.07266251,"13C-Sulfolactic Acid.Norm.Area",5344997.27777778
"901","170410_Poo_April10AqExtractsFull_1","d3-Cysteic Acid",12.47,NA,2064360,985806,202284,1.443067494,351.1882952,"170410_Poo_April10AqExtractsFull_1 d3-Cysteic Acid","170410","Poo","April10AqExtractsFull","1",2064360,1767630.76878754,1819406.40934613,1766049.71898245,1861767.63003452,1873762.11111111,1907506.6830527,2141782.58904375,1374278.89839477,1749610.86318022,2339445.9136766,1401212.87811176,1848123.7288391,1887405.19402445,1969422.83455652,2102621.43547006,"d3-Cysteic Acid.Norm.Area",1873762.11111111
"902","170410_Poo_April10AqExtractsFull_2","d3-Cysteic Acid",12.315,NA,2012454,933900,144687,1.213735762,355.5549683,"170410_Poo_April10AqExtractsFull_2 d3-Cysteic Acid","170410","Poo","April10AqExtractsFull","2",2012454,1806612.25011598,1931321.14949911,1843590.35345526,1725583.23654353,1873762.11111111,2066246.6909124,1921698.9381577,2216006.97708544,1891476.13606803,1900731.672246,2208719.83959159,2079481.37576985,2045349.96469674,2079637.1254359,1946434.94625693,"d3-Cysteic Acid.Norm.Area",1873762.11111111
"903","170410_Poo_April10AqExtractsFull_3","d3-Cysteic Acid",12.31,NA,2375785,1297231,202958,1.449796851,Inf,"170410_Poo_April10AqExtractsFull_3 d3-Cysteic Acid","170410","Poo","April10AqExtractsFull","3",2375785,2108614.84256443,2147826.57742288,1938208.04865779,2475431.36491911,1873762.11111111,2211222.56400502,2197009.96207809,2885448.65636078,2276077.37400647,2088433.82322238,2695574.85681798,2519193.83937852,2379123.41619815,2246205.48959535,2025096.87965645,"d3-Cysteic Acid.Norm.Area",1873762.11111111
"904","170410_Poo_April10AqExtractsHalf_1","d3-Cysteic Acid",12.235,NA,881276,-197278,93235,0.924380801,225.3003309,"170410_Poo_April10AqExtractsHalf_1 d3-Cysteic Acid","170410","Poo","April10AqExtractsHalf","1",1762552,1463689.16539824,1667530.8591716,1116347.48967594,1468840.67640845,1873762.11111111,1547487.45250017,1083006.92045785,1567797.76534975,1403305.75546643,1404617.86601702,1393081.2315973,1009172.13305043,1387435.49582362,1348306.8149327,1598457.86555869,"d3-Cysteic Acid.Norm.Area",1873762.11111111
"905","170410_Poo_April10AqExtractsHalf_2","d3-Cysteic Acid",12.23,NA,1100360,21806,90898,1.200011342,244.7660611,"170410_Poo_April10AqExtractsHalf_2 d3-Cysteic Acid","170410","Poo","April10AqExtractsHalf","2",2200720,1926281.45682149,1773995.11843576,1319893.87707862,1940676.8899046,1873762.11111111,1746855.50335037,1616505.17481147,2210985.00111826,1783570.78901935,1555701.20784844,2008860.91558301,1309693.3368225,1933150.7411369,1646118.8944768,1760401.08615066,"d3-Cysteic Acid.Norm.Area",1873762.11111111
"906","170410_Poo_April10AqExtractsHalf_3","d3-Cysteic Acid",12.265,NA,1008770,-69784,81506,1.316206998,Inf,"170410_Poo_April10AqExtractsHalf_3 d3-Cysteic Acid","170410","Poo","April10AqExtractsHalf","3",2017540,1551059.13015103,1761782.90987689,1506392.4750899,2360372.86361035,1873762.11111111,1679409.58367981,1535314.7518852,1777347.33596405,1738183.27882718,1399035.63809258,1574629.80715765,1198692.22581107,1801649.48851854,1726354.94572651,1793631.20647964,"d3-Cysteic Acid.Norm.Area",1873762.11111111
"907","170410_Smp_32ppt-1C_A","d3-Cysteic Acid",12.33,NA,2119318,1040764,169508,1.202032542,3063.598266,"170410_Smp_32ppt-1C_A d3-Cysteic Acid","170410","Smp","32ppt-1C","A",NA,1889086.08604851,1845837.4937768,2547786.25005924,2647618.63086602,1873762.11111111,1921926.38119174,2208143.50575154,1838996.13772123,1991080.57669382,1562619.29776167,1896457.22318512,2088467.29217027,2101041.52672251,2165065.70706411,1808007.715264,"d3-Cysteic Acid.Norm.Area",1873762.11111111
"908","170410_Smp_32ppt-1C_B","d3-Cysteic Acid",12.29,NA,2234808,1156254,175522,1.203354174,1318.693396,"170410_Smp_32ppt-1C_B d3-Cysteic Acid","170410","Smp","32ppt-1C","B",NA,1974848.24536449,1714035.94644096,1825739.94033627,2336860.55719321,1873762.11111111,2141535.81600416,2374962.15530833,2214354.38765852,1995724.92725442,1499120.46129062,2326920.13963288,2339073.37255612,2362083.70303155,1942027.52904431,1823788.70854568,"d3-Cysteic Acid.Norm.Area",1873762.11111111
