"","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","S.N","Run.Cmpd","runDate","type","SampID","replicate","inj.vol.Norm.Area","13C Acetyl CoA.Norm.Area","13C-Isethionic Acid.Norm.Area","13C-Sulfoacetic Acid.Norm.Area","13C-Sulfolactic Acid.Norm.Area","d3-Cysteic Acid.Norm.Area","d4 Succinic Acid.Norm.Area","d4 Taurine.Norm.Area","D-Methionine.Norm.Area","Heavy Alanine.Norm.Area","Heavy Histidine.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area","Heavy Valine.Norm.Area","15N GMP.Norm.Area","15N AMP.Norm.Area","PooPlusModel.IS","PooPlusModel"
"1","170410_Poo_April10AqExtractsFull_1","Alanine",11.03,NA,37478944,37283487,2881412,NA,82.39580804,"170410_Poo_April10AqExtractsFull_1 Alanine","170410","Poo","April10AqExtractsFull","1",37478944,32091754.6339132,33031753.6326633,32063050.3007998,33800831.6122559,34018594.2527733,34631234.9366186,38884569.4137388,24950358.4032432,31764598.9860892,42473193.8178002,25439351.1746156,33553123.3594101,34266287.6495144,35755337.3097061,38173589.4093966,"Heavy Alanine.Norm.Area",31764598.9860892
"2","170410_Poo_April10AqExtractsFull_2","Alanine",11.01,NA,35453860,35258403,2861979,NA,214.7680583,"170410_Poo_April10AqExtractsFull_2 Alanine","170410","Poo","April10AqExtractsFull","2",35453860,31827499.0583124,34024524.1130384,32478950.7182541,30399992.4901444,33010493.4376824,36401538.0749431,33855007.4265508,39039899.1105438,33322565.445718,33485622.3324238,38911519.9513144,36634696.5292879,36033395.6946907,36637440.4065917,34290787.3092755,"Heavy Alanine.Norm.Area",33322565.445718
"3","170410_Poo_April10AqExtractsFull_3","Alanine",10.96,NA,34250932,34055475,2459113,NA,167.964507,"170410_Poo_April10AqExtractsFull_3 Alanine","170410","Poo","April10AqExtractsFull","3",34250932,30399225.3452502,30964528.3774011,27942525.1344001,35687501.7522678,27013428.678034,31878488.0267371,31673589.4933504,41598589.8212609,32813479.0664283,30108282.0481188,38861240.0203648,36318411.3408296,34299060.8779038,32382825.6690555,29195173.6030514,"Heavy Alanine.Norm.Area",32813479.0664283
"4","170410_Poo_April10AqExtractsHalf_1","Alanine",11.01,NA,21438088,21242631,1657644,NA,167.1133298,"170410_Poo_April10AqExtractsHalf_1 Alanine","170410","Poo","April10AqExtractsHalf","1",42876176,35605981.7043173,40564673.6114865,27156481.8765653,35731298.3433385,45581494.3661983,37644474.8133325,26345432.8330562,38138547.3560738,34137083.361621,34169002.0130414,33888359.6445736,24549313.7172497,33751020.3997277,32799168.6481044,38884390.7994084,"Heavy Alanine.Norm.Area",34137083.361621
"5","170410_Poo_April10AqExtractsHalf_2","Alanine",10.98,NA,19525802,19330345,1598659,NA,93.13326098,"170410_Poo_April10AqExtractsHalf_2 Alanine","170410","Poo","April10AqExtractsHalf","2",39051604,34181713.5502635,31479404.4054158,23421413.4509155,34437159.3826139,33249761.8748932,30997814.0617885,28684757.6932496,39233755.6407038,31649323.9297826,27605796.0627517,35647079.5768772,23240405.6631606,34303608.4623146,29210250.8288314,31238179.3674459,"Heavy Alanine.Norm.Area",31649323.9297826
"6","170410_Poo_April10AqExtractsHalf_3","Alanine",10.96,NA,18856360,18660903,1393464,NA,94.86597374,"170410_Poo_April10AqExtractsHalf_3 Alanine","170410","Poo","April10AqExtractsHalf","3",37712720,28993060.201448,32931999.1578717,28158131.9939988,44121098.4173475,35025162.2485513,31392241.7372807,28698759.5535731,33222936.0627091,32490864.7675344,26151372.1112874,29433653.3704365,22406467.4198229,33677202.2852796,32269764.5096499,33527321.1303017,"Heavy Alanine.Norm.Area",32490864.7675344
"7","170410_Smp_32ppt-1C_A","Alanine",10.99,NA,37660484,37465027,3122533,NA,89.34868898,"170410_Smp_32ppt-1C_A Alanine","170410","Smp","32ppt-1C","A",NA,33569240.8209869,32800709.1908723,45274405.8729157,47048436.8489446,33296932.317522,34152816.0134767,39238921.7512708,32679137.6380101,35381692.6960883,27767894.7007691,33700226.6344397,37112263.9647764,37335709.3180299,38473425.1395197,32128470.4006555,"Heavy Alanine.Norm.Area",35381692.6960883
"8","170410_Smp_32ppt-1C_B","Alanine",10.98,NA,35535272,35339815,2714093,NA,183.2826424,"170410_Smp_32ppt-1C_B Alanine","170410","Smp","32ppt-1C","B",NA,31401699.634935,27254571.1195579,29030755.8327664,37157990.9889048,29794347.5598922,34052168.1144195,37763837.5102415,35210042.8626706,31733655.9235362,23837239.4195509,36999930.2329919,37193176.5600172,37559059.6033277,30879823.4461651,28999729.654046,"Heavy Alanine.Norm.Area",31733655.9235362
"9","170410_Smp_32ppt-1C_C","Alanine",11.01,NA,37864672,37669215,2852911,NA,2058.415344,"170410_Smp_32ppt-1C_C Alanine","170410","Smp","32ppt-1C","C",NA,37105350.9858663,35701908.8767205,30557302.6576916,48100056.8407261,32697890.8840764,36324578.5459404,39458179.7806225,33081597.3231314,36876318.3356609,27446009.4080694,34001419.2079648,36796195.1823835,35397928.3755132,30227325.5474348,30905706.5586799,"Heavy Alanine.Norm.Area",36876318.3356609
"10","170410_Smp_32ppt4C_A","Alanine",11.05,NA,29183272,28987815,2126913,NA,85.79639234,"170410_Smp_32ppt4C_A Alanine","170410","Smp","32ppt4C","A",NA,28135427.1728609,27054389.5225472,20672397.4369998,22919898.5189261,29358964.1678419,23738692.7359139,27626863.0191041,22137455.8128893,28419584.6231658,35855507.9561043,25794362.8284853,24931306.1740323,24491242.6993369,26460530.178926,25723169.1291388,"Heavy Alanine.Norm.Area",28419584.6231658
"11","170410_Smp_32ppt4C_B","Alanine",11.05,NA,33099526,32904069,2419101,NA,59.33564094,"170410_Smp_32ppt4C_B Alanine","170410","Smp","32ppt4C","B",NA,29265000.3572262,31678795.4681997,21264674.8186909,24622863.7271528,28647660.3640632,27836608.1239266,31441974.574446,24865898.0732792,31884468.4684638,37288828.6190715,28896231.3748761,24889183.094058,24814079.3268777,25023838.2960243,31236542.0253895,"Heavy Alanine.Norm.Area",31884468.4684638
"12","170410_Smp_32ppt4C_C","Alanine",11.06,NA,33219670,33024213,2543608,NA,57.25989893,"170410_Smp_32ppt4C_C Alanine","170410","Smp","32ppt4C","C",NA,42114373.2803069,31842250.0137289,31953314.4603579,24069409.3214665,36669423.0930097,34320901.111526,30276958.1200391,27382227.1273618,33474012.2550192,44030050.2423519,28718061.8072858,25244812.3607505,25132425.5297307,32859637.4813188,38617619.741187,"Heavy Alanine.Norm.Area",33474012.2550192
"13","170410_Smp_40ppt-1C_A","Alanine",11.03,NA,46507100,46311643,3589181,NA,159.5865785,"170410_Smp_40ppt-1C_A Alanine","170410","Smp","40ppt-1C","A",NA,42978782.1711277,48461918.508739,61392956.6172386,54326528.9172537,42510744.065306,43127933.0109446,41888090.3717692,42650667.8078966,39982920.4160129,45773925.7279187,36550153.9418992,57406699.7880654,47953942.3417813,41873853.591928,48370343.8122698,"Heavy Alanine.Norm.Area",39982920.4160129
"14","170410_Smp_40ppt-1C_B","Alanine",11.03,NA,44288888,44093431,3508245,NA,454.9563355,"170410_Smp_40ppt-1C_B Alanine","170410","Smp","40ppt-1C","B",NA,41327725.5999485,36760357.8448385,53149624.5211349,37793761.7707665,32129588.8338724,37867080.9877924,38841287.0054026,45903712.3801829,42068228.9697817,38692618.5663601,34858167.7277657,58629700.8462332,47822931.7825063,47713991.3307404,37914733.5824874,"Heavy Alanine.Norm.Area",42068228.9697817
"15","170410_Smp_40ppt-1C_C","Alanine",11.01,NA,44802344,44606887,3624980,NA,84.72689268,"170410_Smp_40ppt-1C_C Alanine","170410","Smp","40ppt-1C","C",NA,39135764.6587955,44232059.9465574,51638206.2348459,47083154.2596635,42995569.1088491,41898423.6172213,41419005.9753951,44685233.1878781,40592513.0582626,35655358.9475589,35869130.6661182,59657153.5014899,47309058.2229576,41834319.9212738,41395706.6747402,"Heavy Alanine.Norm.Area",40592513.0582626
"16","170410_Smp_40ppt4C_A","Alanine",11.08,NA,29535190,29339733,2128490,NA,236.800487,"170410_Smp_40ppt4C_A Alanine","170410","Smp","40ppt4C","A",NA,28561389.3786141,30407117.8601604,47575738.604983,22948333.4763229,32138500.8475511,27163273.0778037,31448974.5532992,24113629.1803526,27223546.8625935,36101548.5599518,28731530.6589923,26017914.9510607,23401327.6061729,29462049.4798657,30543761.9580323,"Heavy Alanine.Norm.Area",27223546.8625935
"17","170410_Smp_40ppt4C_B","Alanine",11.03,NA,28525468,28330011,2237181,NA,171.0576368,"170410_Smp_40ppt4C_B Alanine","170410","Smp","40ppt4C","B",NA,26421156.9535347,27653491.5341321,32142249.1096988,25161624.3879038,28964553.2762021,26515899.9767864,24390619.7643312,29531201.4826552,25218947.4839316,32774985.208283,33470384.6002699,25952544.3266908,24256263.591737,29214633.6242484,27805262.4985509,"Heavy Alanine.Norm.Area",25218947.4839316
"18","170410_Smp_40ppt4C_C","Alanine",10.98,NA,24172132,23976675,1916510,NA,238.60832,"170410_Smp_40ppt4C_C Alanine","170410","Smp","40ppt4C","C",NA,21496505.4884539,21272678.2322501,25408363.9309516,19669030.4122665,24051871.6363208,23839113.8058976,19359894.3749462,33501892.0820086,22320590.1548318,22440913.9455025,39250912.4104729,23004655.7070887,24013765.307831,21729125.4026857,20305316.6755497,"Heavy Alanine.Norm.Area",22320590.1548318
"19","170410_Poo_April10AqExtractsFull_1","Arginine",18.225,"overloaded?",9811281920,9639066368,133289096,1.592964464,77.12676416,"170410_Poo_April10AqExtractsFull_1 Arginine","170410","Poo","April10AqExtractsFull","1",9811281920,8401017169.02133,8647091209.45466,8393502915.03112,8848421345.01683,8905427504.46892,9065805301.26245,10179248189.4901,6531534087.4935,8315373979.80762,11118682495.1429,6659543188.73116,8783575988.04571,8970268972.39154,9360074138.96776,9993127010.03307,"13C Acetyl CoA.Norm.Area",8401017169.02133
"20","170410_Poo_April10AqExtractsFull_2","Arginine",18.32,"overloaded?",9306223616,9134008064,133207768,1.714672681,53.54789398,"170410_Poo_April10AqExtractsFull_2 Arginine","170410","Poo","April10AqExtractsFull","2",9306223616,8354346279.21149,8931039661.80043,8525344721.19867,7979642499.80128,8664868468.63989,9554978027.54787,8886543514.10036,10247516943.6784,8746783721.05734,8789584246.86224,10213818915.7789,9616179395.01799,9458344958.16827,9616899630.72049,9000930636.85625,"13C Acetyl CoA.Norm.Area",8354346279.21149
"21","170410_Poo_April10AqExtractsFull_3","Arginine",18.33,"overloaded?",9338542080,9166326528,133285432,1.716015663,55.72650432,"170410_Poo_April10AqExtractsFull_3 Arginine","170410","Poo","April10AqExtractsFull","3",9338542080,8288371396.31766,8442501688.41286,7618550256.94054,9730223891.23972,7365231417.20347,8691693466.45693,8635827728.95926,11341886448.9441,8946619468.72102,8209045489.9991,10595545990.14,9902241859.72768,9351664454.35079,8829201499.67829,7960085793.43185,"13C Acetyl CoA.Norm.Area",8288371396.31766
"22","170410_Poo_April10AqExtractsHalf_1","Arginine",18.485,"overloaded?",7301191168,7128975616,133343808,2.133411737,51.01570626,"170410_Poo_April10AqExtractsHalf_1 Arginine","170410","Poo","April10AqExtractsHalf","1",14602382336,12126364960.6966,13815151645.2861,9248710315.54355,12169044174.3478,15523735329.8824,12820616606.8122,8972490527.9728,12988883389.0651,11626100776.3914,11636971343.5728,11541392690.1955,8360784436.22606,11494618925.6001,11170445818.269,13242896039.8754,"13C Acetyl CoA.Norm.Area",12126364960.6966
"23","170410_Poo_April10AqExtractsHalf_2","Arginine",18.435,"overloaded?",7396793856,7224578304,133445192,2.098737782,56.98403479,"170410_Poo_April10AqExtractsHalf_2 Arginine","170410","Poo","April10AqExtractsHalf","2",14793587712,12948768443.7311,11925075604.9108,8872535279.86035,13045536820.4293,12595725100.0329,11742638822.2961,10866403309.1331,14862590672.1252,11989444776.2181,10457669431.8088,13503880619.0183,8803965635.8399,12994944858.7401,11065471413.8205,11833694371.0558,"13C Acetyl CoA.Norm.Area",12948768443.7311
"24","170410_Poo_April10AqExtractsHalf_3","Arginine",18.365,"overloaded?",7896802816,7724587264,133256000,2.122290684,52.89095995,"170410_Poo_April10AqExtractsHalf_3 Arginine","170410","Poo","April10AqExtractsHalf","3",15793605632,12141923438.2061,13791500782.038,11792266165.0239,18477352693.0501,14668090759.5748,13146670033.427,12018674084.4131,13913341443.1942,13606759331.6282,10951860747.8155,12326438232.0252,9383542476.78078,14103582337.2802,13514165366.5638,14040814023.2104,"13C Acetyl CoA.Norm.Area",12141923438.2061
"25","170410_Smp_32ppt-1C_A","Arginine",18.28,"overloaded?",9892668416,9720452864,133264480,1.701006574,66.00034966,"170410_Smp_32ppt-1C_A Arginine","170410","Smp","32ppt-1C","A",NA,8817979302.09488,8616101158.84182,11892695936.4664,12358698981.0786,8746449214.17473,8971273027.02695,10307292967.5225,8584166703.05297,9294074761.20622,7294079780.9479,8852386698.97508,9748661795.4936,9807356494.92533,10106212063.8988,8439517250.67993,"13C Acetyl CoA.Norm.Area",8817979302.09488
"26","170410_Smp_32ppt-1C_B","Arginine",18.29,"overloaded?",9130784768,8958569216,133438488,1.714583595,70.24608407,"170410_Smp_32ppt-1C_B Arginine","170410","Smp","32ppt-1C","B",NA,8068663741.08451,7003059462.63285,7459449956.12671,9547742258.19836,7655654777.94461,8749701365.35095,9703414464.35925,9047217172.02839,8153959877.93698,6124976406.63069,9507128561.96698,9556783187.35649,9650796800.61175,7934567703.90764,7451477782.44898,"13C Acetyl CoA.Norm.Area",8068663741.08451
"27","170410_Smp_32ppt-1C_C","Arginine",18.235,"overloaded?",9586802688,9414587136,133241904,1.699033176,64.22104394,"170410_Smp_32ppt-1C_C Arginine","170410","Smp","32ppt-1C","C",NA,9394553280.9709,9039221467.07291,7736679489.96857,12178258251.217,8278646338.71369,9196872674.47314,9990256458.16922,8375795415.33412,9336565433.44302,6948943774.50709,8608681386.66913,9316279377.32161,8962257877.21074,7653133924.12851,7824890460.19708,"13C Acetyl CoA.Norm.Area",9394553280.9709
"28","170410_Smp_32ppt4C_A","Arginine",18.29,"overloaded?",10083991552,9911776000,133385264,1.6339311,83.98052224,"170410_Smp_32ppt4C_A Arginine","170410","Smp","32ppt4C","A",NA,9721919115.95934,9348377227.53925,7143142863.29142,7919744675.56441,10144700246.2228,8202670934.37912,9546189793.00564,7649379322.50876,9820106917.80392,12389516820.5273,8912987441.97254,8614766734.83587,8462707145.31582,9143174993.73378,8888387161.964,"13C Acetyl CoA.Norm.Area",9721919115.95934
"29","170410_Smp_32ppt4C_B","Arginine",18.25,"overloaded?",9762343936,9590128384,133335664,1.622219906,80.58447262,"170410_Smp_32ppt4C_B Arginine","170410","Smp","32ppt4C","B",NA,8631392448.77421,9343314971.90514,6271783749.02586,7262244915.34181,8449314755.61612,8210103749.44411,9273467234.0235,7333925243.18541,9403975978.55906,10997933020.2474,8522628062.28026,7340792905.92472,7318641869.49891,7380507988.07927,9212877145.82894,"13C Acetyl CoA.Norm.Area",8631392448.77421
"30","170410_Smp_32ppt4C_C","Arginine",18.265,"overloaded?",9970174976,9797959424,133262256,1.639007421,69.63057097,"170410_Smp_32ppt4C_C Arginine","170410","Smp","32ppt4C","C",NA,12639730334.7456,9556771764.03064,9590105387.3479,7223919518.28499,11005544742.2049,10300685991.6401,9086982808.6135,8218191080.53667,10046510375.6693,13214679890.5082,8619113350.31992,7576691655.06369,7542961146.29387,9862118899.33514,11590254387.7247,"13C Acetyl CoA.Norm.Area",12639730334.7456
"31","170410_Smp_40ppt-1C_A","Arginine",18.29,"overloaded?",9947482112,9775266560,133407128,1.704597137,76.93776968,"170410_Smp_40ppt-1C_A Arginine","170410","Smp","40ppt-1C","A",NA,9192804256.61539,10365601542.1061,13131443107.6712,11619992960.4605,9092694796.22341,9224706381.47521,8959514346.82046,9122623321.68433,8552014329.50685,9790662229.51953,7817774114.65966,12278815906.6193,10256949662.4117,8956469217.95189,10346014475.7219,"13C Acetyl CoA.Norm.Area",9192804256.61539
"32","170410_Smp_40ppt-1C_B","Arginine",18.285,"overloaded?",9970996224,9798780672,133319776,1.65656548,64.73153992,"170410_Smp_40ppt-1C_B Arginine","170410","Smp","40ppt-1C","B",NA,9304333762.08484,8276057625.64581,11965861626.6738,8508713425.07104,7233507622.52631,8525220175.8414,8744548430.88788,10334550346.1362,9471047279.58085,8711077903.37497,7847807305.2796,13199620766.0947,10766634561.3369,10742108209.8693,8535948461.49552,"13C Acetyl CoA.Norm.Area",9304333762.08484
"33","170410_Smp_40ppt-1C_C","Arginine",18.335,"overloaded?",10136217600,9964002048,133290496,1.659736044,62.33117845,"170410_Smp_40ppt-1C_C Arginine","170410","Smp","40ppt-1C","C",NA,8854193577.99541,10007194813.614,11682783714.8448,10652235000.7026,9727447392.55457,9479225883.38535,9370760988.36045,10109722096.2161,9183772734.9576,8066776079.80877,8115140438.96022,13497014559.9459,10703344195.5396,9464722869.63481,9365489684.22141,"13C Acetyl CoA.Norm.Area",8854193577.99541
"34","170410_Smp_40ppt4C_A","Arginine",18.3,"overloaded?",8933992448,8761776896,133348560,1.831295465,71.16702159,"170410_Smp_40ppt4C_A Arginine","170410","Smp","40ppt4C","A",NA,8639431031.69223,9197738742.43297,14391012531.3208,6941558120.04779,9721458499.57502,8216519905.2405,9512886192.92849,7294044189.02139,8234751903.68453,10920226421.2864,8690896450.1978,7870064681.67236,7078582670.59473,8911868437.47144,9239071719.75432,"13C Acetyl CoA.Norm.Area",8639431031.69223
"35","170410_Smp_40ppt4C_B","Arginine",18.37,"overloaded?",8390877184,8218661632,133326136,1.852159566,57.32146429,"170410_Smp_40ppt4C_B Arginine","170410","Smp","40ppt4C","B",NA,7771885918.09598,8134381920.4539,9454767392.31819,7401389522.82361,8520035823.07699,7799754946.29723,7174595518.78856,8686717593.44732,7418251334.12066,9640889172.79532,9845443604.3647,7634041694.16533,7135074128.88005,8593597928.58175,8179025939.00376,"13C Acetyl CoA.Norm.Area",7771885918.09598
"36","170410_Smp_40ppt4C_C","Arginine",18.355,"overloaded?",8185138176,8012922624,133258176,1.880908563,47.74592076,"170410_Smp_40ppt4C_C Arginine","170410","Smp","40ppt4C","C",NA,7279120754.60028,7203328639.13511,8603749541.03898,6660303349.01147,8144415756.73594,8072371956.87418,6555624077.0032,11344370279.3234,7558171310.13364,7598915206.96907,13291096607.1919,7789808762.16578,8131512237.75512,7357890229.31919,6875761835.85342,"13C Acetyl CoA.Norm.Area",7279120754.60028
"37","170410_Poo_April10AqExtractsFull_1","Asparagine",11.69,NA,30724600,30552052,2078308,1.209716602,87.95600492,"170410_Poo_April10AqExtractsFull_1 Asparagine","170410","Poo","April10AqExtractsFull","1",30724600,26308273.9050793,27078869.0754501,26284742.5816468,27709346.1052135,27887864.209268,28390096.6082084,31876907.7754528,20453878.8978763,26040077.2766702,34818800.9452557,20854746.8439771,27506279.0981659,28090919.037534,29311616.5894588,31294058.4763527,"Heavy Isoleucine.Norm.Area",20854746.8439771
"38","170410_Poo_April10AqExtractsFull_2","Asparagine",11.48,NA,18665376,18492828,870742,1.197322849,19.95325702,"170410_Poo_April10AqExtractsFull_2 Asparagine","170410","Poo","April10AqExtractsFull","2",18665376,16756207.5628168,17912874.2481335,17099176.9934693,16004668.8915036,17379018.023986,19164299.6036857,17823628.8827045,20553316.2228419,17543314.4184846,17629158.8963427,20485728.5108811,19287050.4189122,18970483.8682779,19288494.9866284,18053053.7003208,"Heavy Isoleucine.Norm.Area",20485728.5108811
"39","170410_Poo_April10AqExtractsFull_3","Asparagine",11.395,NA,18916366,18743818,908352,1.239043039,17.98565729,"170410_Poo_April10AqExtractsFull_3 Asparagine","170410","Poo","April10AqExtractsFull","3",18916366,16789116.0668921,17101325.9377673,15432310.934094,19709765.7013111,14919182.4557822,17606094.5448251,17492931.6197869,22974386.5113757,18122478.5285812,16628431.683361,21462582.0821188,20058209.2616248,18942946.9838283,17884633.9851438,16124133.1858899,"Heavy Isoleucine.Norm.Area",21462582.0821188
"40","170410_Poo_April10AqExtractsHalf_1","Asparagine",11.47,NA,16315987,16143439,918521,1.232741771,31.88084481,"170410_Poo_April10AqExtractsHalf_1 Asparagine","170410","Poo","April10AqExtractsHalf","1",32631974,27098812.8516815,30872747.9476834,20668112.0659536,27194188.1786768,34690923.4405356,28650258.4407789,20050843.1355221,29026284.5670091,25980871.4446048,26005163.9235624,25791574.1092297,18683862.2674544,25687048.6807729,24962618.3675185,29593927.1630039,"Heavy Isoleucine.Norm.Area",25791574.1092297
"41","170410_Poo_April10AqExtractsHalf_2","Asparagine",11.4,NA,15502822,15330274,870048,1.244380997,34.08164986,"170410_Poo_April10AqExtractsHalf_2 Asparagine","170410","Poo","April10AqExtractsHalf","2",31005644,27139116.7863283,24993575.3298726,18595804.8595366,27341932.0801416,26399178.8859098,24611208.9935668,22774720.9887501,31150266.201067,25128485.6470305,21918062.1891557,28302567.5206664,18452090.8387666,27235897.1963844,23191944.6471252,24802050.8626271,"Heavy Isoleucine.Norm.Area",28302567.5206664
"42","170410_Poo_April10AqExtractsHalf_3","Asparagine",11.525,NA,15552009,15379461,929613,1.099598447,106.9769334,"170410_Poo_April10AqExtractsHalf_3 Asparagine","170410","Poo","April10AqExtractsHalf","3",31104018,23912374.0313857,27161061.1640429,23223756.9814035,36389404.9369271,28887422.5203555,25891127.7695358,23669646.0433512,27401014.8646757,26797230.2863584,21568657.7068475,24275758.5302736,18480002.6607093,27775676.3784468,26614875.1976498,27652060.0987859,"Heavy Isoleucine.Norm.Area",24275758.5302736
"43","170410_Smp_32ppt-1C_A","Asparagine",11.58,NA,10138752,9966204,541657,1.157158764,27.39200333,"170410_Smp_32ppt-1C_A Asparagine","170410","Smp","32ppt-1C","A",NA,9037329.6188191,8830429.68620306,12188530.9039798,12666125.9371789,8964020.1949646,9194436.57872982,10563690.4821388,8797700.84966645,9525268.11885504,7475522.56453241,9072592.91172091,9991163.16448308,10051317.915075,10357607.6207665,8649453.19161556,"Heavy Isoleucine.Norm.Area",9072592.91172091
"44","170410_Smp_32ppt-1C_B","Asparagine",11.54,NA,9770693,9598145,467814,1.185901733,21.12409942,"170410_Smp_32ppt-1C_B Asparagine","170410","Smp","32ppt-1C","B",NA,8634135.87522735,7493851.38393951,7982226.86461834,10216871.9138932,8192182.21104388,9362902.31943018,10383454.0175872,9681268.77790594,8725409.77867015,6554230.07134797,10173411.9082579,10226546.4539775,10327148.7763712,8490642.05240025,7973695.98107142,"Heavy Isoleucine.Norm.Area",10173411.9082579
"45","170410_Smp_32ppt-1C_C","Asparagine",11.61,NA,12662699,12490151,732490,1.199854589,63.17568005,"170410_Smp_32ppt-1C_C Asparagine","170410","Smp","32ppt-1C","C",NA,12408766.9589051,11939428.0196416,10218969.4342592,16085615.1522191,10934824.6882979,12147661.1346085,13195599.6779771,11063143.7489283,12332173.8879094,9178491.12453822,11370750.4716607,12305379.1127458,11837770.8974392,10108618.5292237,10335482.6244075,"Heavy Isoleucine.Norm.Area",11370750.4716607
"46","170410_Smp_32ppt4C_A","Asparagine",11.655,NA,29047606,28875058,1822089,1.294298326,116.3813698,"170410_Smp_32ppt4C_A Asparagine","170410","Smp","32ppt4C","A",NA,28004632.3509906,26928620.1842439,20576296.4422009,22813349.4331187,29222481.4172855,23628337.2730751,27498432.3894492,22034544.1146975,28287468.821775,35688824.3387781,25674451.0506871,24815406.5386725,24377388.8130404,26337521.5496245,25603588.3136952,"Heavy Isoleucine.Norm.Area",25674451.0506871
"47","170410_Smp_32ppt4C_B","Asparagine",11.63,NA,33147928,32975380,2065290,1.157444418,27.66053905,"170410_Smp_32ppt4C_B Asparagine","170410","Smp","32ppt4C","B",NA,29307795.0651411,31725119.9097718,21295770.5144593,24658870.1596957,28689552.3252031,27877314.0695771,31487952.7087961,24902259.8990813,31931093.6691634,37343356.707565,28938486.8256342,24925578.9699421,24850365.3772453,25060431.0805012,31282219.7522281,"Heavy Isoleucine.Norm.Area",28938486.8256342
"48","170410_Smp_32ppt4C_C","Asparagine",11.625,NA,27292110,27119562,1657892,1.175912065,36.27944746,"170410_Smp_32ppt4C_C Asparagine","170410","Smp","32ppt4C","C",NA,34599684.7093062,26160470.2883018,26251716.9230362,19774578.3397755,30126305.5500238,28196842.6668564,24874481.6392667,22496272.6843748,27501068.6320886,36173537.3807083,23593747.3741083,20740248.0481884,20647914.9890477,26996319.9724824,31726875.2493522,"Heavy Isoleucine.Norm.Area",23593747.3741083
"49","170410_Smp_40ppt-1C_A","Asparagine",11.6,NA,19539842,19367294,1069223,1.224286302,19.45657051,"170410_Smp_40ppt-1C_A Asparagine","170410","Smp","40ppt-1C","A",NA,18057428.069612,20361154.1179225,25794097.5079869,22825155.545101,17860783.0275058,18120093.4227342,17599176.6320861,17919571.6387559,16798724.2297943,19231800.6593244,15356455.9626463,24119281.6494735,20147729.1991012,17593195.0845657,20322679.2377385,"Heavy Isoleucine.Norm.Area",15356455.9626463
"50","170410_Smp_40ppt-1C_B","Asparagine",11.575,NA,17733100,17560552,989899,1.35380662,29.01986487,"170410_Smp_40ppt-1C_B Asparagine","170410","Smp","40ppt-1C","B",NA,16547461.9917404,14718705.552018,21280904.7406143,15132476.4996849,12864563.4938936,15161833.2315009,15551901.5649141,18379669.455892,16843956.686021,15492375.2951106,13957075.96301,23475106.1728246,19148117.5050582,19104498.1681896,15180913.1466928,"Heavy Isoleucine.Norm.Area",13957075.96301
"51","170410_Smp_40ppt-1C_C","Asparagine",11.505,NA,15909675,15737127,847374,1.237548807,14.06645384,"170410_Smp_40ppt-1C_C Asparagine","170410","Smp","40ppt-1C","C",NA,13897426.8086938,15707162.516547,18337145.0114166,16719609.1848701,15268074.6114942,14878469.3667438,14708224.2815598,15868088.0026803,14414729.9567678,12661506.5690314,12737418.6366337,21184738.0939224,16799829.5107803,14855705.6254354,14699950.5113047,"Heavy Isoleucine.Norm.Area",12737418.6366337
"52","170410_Smp_40ppt4C_A","Asparagine",11.61,NA,42069436,41896888,2785914,1.257796259,33.13163531,"170410_Smp_40ppt4C_A Asparagine","170410","Smp","40ppt4C","A",NA,40682370.5056472,43311395.6186662,67766094.9665488,32687226.5419258,45777548.9015644,38690916.7774843,44795399.0556909,34347054.4638642,38776769.7593575,51422448.4976662,40924716.930567,37059487.610782,33332463.8860601,41965255.8531718,43506029.2110082,"Heavy Isoleucine.Norm.Area",40924716.930567
"53","170410_Smp_40ppt4C_B","Asparagine",11.53,NA,33204578,33032030,1805114,1.278871768,123.8547886,"170410_Smp_40ppt4C_B Asparagine","170410","Smp","40ppt4C","B",NA,30755091.0966259,32189568.865879,37414629.5394145,29288953.982976,33715687.6267484,30865375.0753328,28391479.3767127,34375284.6776971,29355679.9421524,38151155.0589557,38960622.7021293,30209610.6677045,28235084.3961751,34006789.33358,32366235.2338482,"Heavy Isoleucine.Norm.Area",38960622.7021293
"54","170410_Smp_40ppt4C_C","Asparagine",11.365,NA,30341650,30169102,1377100,1.261269646,46.09080831,"170410_Smp_40ppt4C_C Asparagine","170410","Smp","40ppt4C","C",NA,26983116.1667389,26702160.8803704,31893408.7181701,24689209.7316176,30190695.2615588,29923634.6801644,24301172.0754125,42052669.7392715,28017534.1699835,28168568.5240573,49269027.9260111,28876195.6055422,30142862.9527735,27275108.2847966,25487897.042292,"Heavy Isoleucine.Norm.Area",49269027.9260111
